Latitude,Longitude,County,State/Territory,Yield (kt),HOB (m)
47.71855,-101.51924,MCLEAN,ND,200,100
47.72899,-101.29115,MCLEAN,ND,200,100
47.73035,-101.42007,MCLEAN,ND,200,100
47.74772,-101.88518,MCLEAN,ND,200,100
47.75076,-101.67426,MCLEAN,ND,200,100
47.75346,-100.90949,MCLEAN,ND,200,100
47.75881,-101.07723,MCLEAN,ND,200,100
47.77671,-101.19176,MCLEAN,ND,200,100
47.78399,-100.80165,MCLEAN,ND,200,100
47.78778,-101.80632,MCLEAN,ND,200,100
47.79259,-101.42042,MCLEAN,ND,200,100
47.79516,-101.29872,MCLEAN,ND,200,100
47.80350,-101.52346,MCLEAN,ND,200,100
47.81809,-101.02703,MCLEAN,ND,200,100
47.83121,-100.92692,MCLEAN,ND,200,100
47.83423,-101.87989,MCLEAN,ND,200,100
47.97927,-101.89699,MOUNTRAIL,ND,800,0
48.28589,-101.94237,MOUNTRAIL,ND,800,0
48.18343,-101.94738,MOUNTRAIL,ND,800,0
47.89203,-101.94826,MOUNTRAIL,ND,800,0
48.11980,-101.96060,MOUNTRAIL,ND,800,0
48.04338,-101.96381,MOUNTRAIL,ND,800,0
48.35462,-101.97414,MOUNTRAIL,ND,800,0
47.97651,-101.99680,MOUNTRAIL,ND,800,0
48.41973,-102.01847,MOUNTRAIL,ND,800,0
48.48738,-102.01887,MOUNTRAIL,ND,800,0
47.89004,-102.04063,MOUNTRAIL,ND,800,0
48.28917,-102.07174,MOUNTRAIL,ND,800,0
48.05454,-102.07181,MOUNTRAIL,ND,800,0
48.36040,-102.07192,MOUNTRAIL,ND,800,0
48.12301,-102.07482,MOUNTRAIL,ND,800,0
48.20011,-102.07490,MOUNTRAIL,ND,800,0
48.44762,-102.10517,MOUNTRAIL,ND,800,0
47.85357,-102.12694,MOUNTRAIL,ND,800,0
47.99341,-102.12703,MOUNTRAIL,ND,800,0
47.92239,-102.13107,MOUNTRAIL,ND,800,0
48.37140,-102.17366,MOUNTRAIL,ND,800,0
48.13793,-102.17748,MOUNTRAIL,ND,800,0
48.06031,-102.17862,MOUNTRAIL,ND,800,0
48.46676,-102.21068,MOUNTRAIL,ND,800,0
47.88864,-102.21654,MOUNTRAIL,ND,800,0
47.97452,-102.22263,MOUNTRAIL,ND,800,0
48.27237,-102.22299,MOUNTRAIL,ND,800,0
48.20165,-102.22604,MOUNTRAIL,ND,800,0
48.09650,-102.27653,MOUNTRAIL,ND,800,0
48.54490,-102.27949,MOUNTRAIL,ND,800,0
48.34502,-102.30468,MOUNTRAIL,ND,800,0
47.98033,-102.34141,MOUNTRAIL,ND,800,0
48.20778,-102.35552,MOUNTRAIL,ND,800,0
48.27939,-102.37721,MOUNTRAIL,ND,800,0
48.38428,-102.40183,MOUNTRAIL,ND,800,0
48.45736,-102.41004,MOUNTRAIL,ND,800,0
48.54441,-102.41041,MOUNTRAIL,ND,800,0
47.97636,-102.44683,MOUNTRAIL,ND,800,0
48.23281,-102.46291,MOUNTRAIL,ND,800,0
48.41712,-102.46649,MOUNTRAIL,ND,800,0
48.31132,-102.49995,MOUNTRAIL,ND,800,0
48.32571,-102.60217,MOUNTRAIL,ND,800,0
47.85357,-102.12694,MOUNTRAIL,ND,200,100
47.88864,-102.21654,MOUNTRAIL,ND,200,100
47.89004,-102.04063,MOUNTRAIL,ND,200,100
47.89203,-101.94826,MOUNTRAIL,ND,200,100
47.92239,-102.13107,MOUNTRAIL,ND,200,100
47.97452,-102.22263,MOUNTRAIL,ND,200,100
47.97636,-102.44683,MOUNTRAIL,ND,200,100
47.97651,-101.99680,MOUNTRAIL,ND,200,100
47.97927,-101.89699,MOUNTRAIL,ND,200,100
47.98033,-102.34141,MOUNTRAIL,ND,200,100
47.99341,-102.12703,MOUNTRAIL,ND,200,100
48.04338,-101.96381,MOUNTRAIL,ND,200,100
48.05454,-102.07181,MOUNTRAIL,ND,200,100
48.06031,-102.17862,MOUNTRAIL,ND,200,100
48.09650,-102.27653,MOUNTRAIL,ND,200,100
48.11980,-101.96060,MOUNTRAIL,ND,200,100
48.12301,-102.07482,MOUNTRAIL,ND,200,100
48.13793,-102.17748,MOUNTRAIL,ND,200,100
48.18343,-101.94738,MOUNTRAIL,ND,200,100
48.20011,-102.07490,MOUNTRAIL,ND,200,100
48.20165,-102.22604,MOUNTRAIL,ND,200,100
48.20778,-102.35552,MOUNTRAIL,ND,200,100
48.23281,-102.46291,MOUNTRAIL,ND,200,100
48.27237,-102.22299,MOUNTRAIL,ND,200,100
48.27939,-102.37721,MOUNTRAIL,ND,200,100
48.28589,-101.94237,MOUNTRAIL,ND,200,100
48.28917,-102.07174,MOUNTRAIL,ND,200,100
48.31132,-102.49995,MOUNTRAIL,ND,200,100
48.32571,-102.60217,MOUNTRAIL,ND,200,100
48.34502,-102.30468,MOUNTRAIL,ND,200,100
48.35462,-101.97414,MOUNTRAIL,ND,200,100
48.36040,-102.07192,MOUNTRAIL,ND,200,100
48.37140,-102.17366,MOUNTRAIL,ND,200,100
48.38428,-102.40183,MOUNTRAIL,ND,200,100
48.41712,-102.46649,MOUNTRAIL,ND,200,100
48.41973,-102.01847,MOUNTRAIL,ND,200,100
48.44762,-102.10517,MOUNTRAIL,ND,200,100
48.45736,-102.41004,MOUNTRAIL,ND,200,100
48.46676,-102.21068,MOUNTRAIL,ND,200,100
48.48738,-102.01887,MOUNTRAIL,ND,200,100
48.54441,-102.41041,MOUNTRAIL,ND,200,100
48.54490,-102.27949,MOUNTRAIL,ND,200,100
48.70297,-101.51842,RENVILLE,ND,800,0
48.82696,-101.52010,RENVILLE,ND,800,0
48.88868,-101.56429,RENVILLE,ND,800,0
48.75960,-101.59208,RENVILLE,ND,800,0
48.62221,-101.60213,RENVILLE,ND,800,0
48.82555,-101.63009,RENVILLE,ND,800,0
48.69202,-101.63097,RENVILLE,ND,800,0
48.76495,-101.71040,RENVILLE,ND,800,0
48.57734,-101.71075,RENVILLE,ND,800,0
48.64965,-101.71371,RENVILLE,ND,800,0
48.50392,-101.74079,RENVILLE,ND,800,0
48.81872,-101.77937,RENVILLE,ND,800,0
48.61993,-101.81270,RENVILLE,ND,800,0
48.74507,-101.82631,RENVILLE,ND,800,0
48.80570,-101.91370,RENVILLE,ND,800,0
48.74597,-101.97619,RENVILLE,ND,800,0
48.50392,-101.74079,RENVILLE,ND,200,100
48.57734,-101.71075,RENVILLE,ND,200,100
48.61993,-101.81270,RENVILLE,ND,200,100
48.62221,-101.60213,RENVILLE,ND,200,100
48.64965,-101.71371,RENVILLE,ND,200,100
48.69202,-101.63097,RENVILLE,ND,200,100
48.70297,-101.51842,RENVILLE,ND,200,100
48.74507,-101.82631,RENVILLE,ND,200,100
48.74597,-101.97619,RENVILLE,ND,200,100
48.75960,-101.59208,RENVILLE,ND,200,100
48.76495,-101.71040,RENVILLE,ND,200,100
48.80570,-101.91370,RENVILLE,ND,200,100
48.81872,-101.77937,RENVILLE,ND,200,100
48.82555,-101.63009,RENVILLE,ND,200,100
48.82696,-101.52010,RENVILLE,ND,200,100
48.88868,-101.56429,RENVILLE,ND,200,100
47.83421,-100.51613,SHERIDAN,ND,800,0
47.83421,-100.51613,SHERIDAN,ND,200,100
47.58319,-112.14632,TETON,MT,200,100
47.60482,-112.31036,TETON,MT,200,100
47.60524,-112.02854,TETON,MT,200,100
47.61917,-111.67598,TETON,MT,200,100
47.64752,-112.42743,TETON,MT,200,100
47.67893,-112.23436,TETON,MT,200,100
47.69676,-111.94252,TETON,MT,200,100
47.71152,-111.78709,TETON,MT,200,100
47.71416,-111.65804,TETON,MT,200,100
47.73905,-112.51275,TETON,MT,200,100
47.74104,-112.13422,TETON,MT,200,100
47.74247,-112.36630,TETON,MT,200,100
47.75199,-111.54633,TETON,MT,200,100
47.78181,-111.98931,TETON,MT,200,100
47.79496,-112.23325,TETON,MT,200,100
47.79569,-111.77641,TETON,MT,200,100
47.81467,-111.64622,TETON,MT,200,100
47.82180,-112.46766,TETON,MT,200,100
47.84176,-111.52258,TETON,MT,200,100
47.84176,-111.52258,TETON,MT,800,0
47.75199,-111.54633,TETON,MT,800,0
47.81467,-111.64622,TETON,MT,800,0
47.71416,-111.65804,TETON,MT,800,0
47.61917,-111.67598,TETON,MT,800,0
47.79569,-111.77641,TETON,MT,200,0
47.71152,-111.78709,TETON,MT,800,0
47.69676,-111.94252,TETON,MT,800,0
47.78181,-111.98931,TETON,MT,800,0
47.60524,-112.02854,TETON,MT,800,0
47.74104,-112.13422,TETON,MT,800,0
47.58319,-112.14632,TETON,MT,800,0
47.79496,-112.23325,TETON,MT,800,0
47.67893,-112.23436,TETON,MT,800,0
47.60482,-112.31036,TETON,MT,800,0
47.74247,-112.36630,TETON,MT,800,0
47.64752,-112.42743,TETON,MT,800,0
47.82180,-112.46766,TETON,MT,800,0
47.73905,-112.51275,TETON,MT,800,0
48.67299,48.67299,WARD,ND,800,0
47.97949,-100.98044,WARD,ND,800,0
47.95085,-101.07360,WARD,ND,800,0
47.88710,-101.08113,WARD,ND,800,0
47.87413,-101.20910,WARD,ND,200,0
47.91534,-101.29649,WARD,ND,800,0
48.40985,-101.31077,WARD,ND,800,0
47.86422,-101.35019,WARD,ND,800,0
48.41577,-101.35804,WARD,ND,800,0
47.86119,-101.46384,WARD,ND,800,0
47.92181,-101.52179,WARD,ND,800,0
47.97974,-101.57654,WARD,ND,800,0
47.86108,-101.58643,WARD,ND,800,0
47.89619,-101.67418,WARD,ND,800,0
47.96545,-101.67705,WARD,ND,800,0
48.38929,-101.73241,WARD,ND,800,0
48.05310,-101.74305,WARD,ND,800,0
47.86112,-101.76184,WARD,ND,800,0
48.32578,-101.76971,WARD,ND,800,0
47.97655,-101.79237,WARD,ND,800,0
48.45559,-101.81986,WARD,ND,800,0
48.54962,-101.84436,WARD,ND,800,0
47.91885,-101.84479,WARD,ND,800,0
48.05117,-101.85494,WARD,ND,800,0
48.11934,-101.85907,WARD,ND,800,0
48.34775,-101.87638,WARD,ND,800,0
48.41230,-101.89149,WARD,ND,800,0
48.49193,-101.90657,WARD,ND,800,0
48.61978,-101.94884,WARD,ND,800,0
48.67774,-102.01296,WARD,ND,200,0
48.55846,-102.01517,WARD,ND,200,0
48.76231,-102.07508,WARD,ND,800,0
48.61969,-102.10690,WARD,ND,800,0
48.55067,-102.12041,WARD,ND,800,0
48.69222,-102.12352,WARD,ND,200,0
48.61771,-102.20926,WARD,ND,800,0
47.86108,-101.58643,WARD,ND,200,100
47.86112,-101.76184,WARD,ND,200,100
47.86119,-101.46384,WARD,ND,200,100
47.86422,-101.35019,WARD,ND,200,100
47.87413,-101.20910,WARD,ND,200,100
47.88710,-101.08113,WARD,ND,200,100
47.89619,-101.67418,WARD,ND,200,100
47.91534,-101.29649,WARD,ND,200,100
47.91885,-101.84479,WARD,ND,200,100
47.92181,-101.52179,WARD,ND,200,100
47.95085,-101.07360,WARD,ND,200,100
47.96545,-101.67705,WARD,ND,200,100
47.97655,-101.79237,WARD,ND,200,100
47.97949,-100.98044,WARD,ND,200,100
47.97974,-101.57654,WARD,ND,200,100
48.05117,-101.85494,WARD,ND,200,100
48.05310,-101.74305,WARD,ND,200,100
48.11934,-101.85907,WARD,ND,200,100
48.32578,-101.76971,WARD,ND,200,100
48.34775,-101.87638,WARD,ND,200,100
48.38929,-101.73241,WARD,ND,200,100
48.40985,-101.31077,WARD,ND,200,100
48.41230,-101.89149,WARD,ND,200,100
48.41577,-101.35804,WARD,ND,200,100
48.45559,-101.81986,WARD,ND,200,100
48.49193,-101.90657,WARD,ND,200,100
48.54962,-101.84436,WARD,ND,200,100
48.55067,-102.12041,WARD,ND,200,100
48.55846,-102.01517,WARD,ND,200,100
48.61771,-102.20926,WARD,ND,200,100
48.61969,-102.10690,WARD,ND,200,100
48.61978,-101.94884,WARD,ND,200,100
48.67299,48.67299,WARD,ND,200,100
48.67774,-102.01296,WARD,ND,200,100
48.69222,-102.12352,WARD,ND,200,100
48.76231,-102.07508,WARD,ND,200,100
40.56191,-103.97297,WELD,CO,200,100
40.58988,-103.89631,WELD,CO,200,100
40.60931,-103.59416,WELD,CO,200,100
40.61206,-103.76230,WELD,CO,200,100
40.62392,-103.99316,WELD,CO,200,100
40.63162,-103.83656,WELD,CO,200,100
40.64156,-103.67476,WELD,CO,200,100
40.67975,-104.05895,WELD,CO,200,100
40.69613,-103.97333,WELD,CO,200,100
40.69906,-103.85463,WELD,CO,200,100
40.71650,-103.77071,WELD,CO,200,100
40.71668,-103.68669,WELD,CO,200,100
40.74421,-104.02772,WELD,CO,200,100
40.74648,-103.61292,WELD,CO,200,100
40.78309,-103.51564,WELD,CO,200,100
40.78394,-103.85909,WELD,CO,200,100
40.78800,-103.97215,WELD,CO,200,100
40.79053,-103.68980,WELD,CO,200,100
40.80945,-103.61237,WELD,CO,200,100
40.82221,-104.05072,WELD,CO,200,100
40.84148,-103.80508,WELD,CO,200,100
40.85549,-103.68745,WELD,CO,200,100
40.86971,-104.10751,WELD,CO,200,100
40.88493,-104.00034,WELD,CO,200,100
40.89200,-103.57491,WELD,CO,200,100
40.89374,-103.87734,WELD,CO,200,100
40.91666,-103.78367,WELD,CO,200,100
40.92166,-103.69184,WELD,CO,200,100
40.92850,-104.06651,WELD,CO,200,100
40.96106,-103.97453,WELD,CO,200,100
40.96484,-103.87467,WELD,CO,200,100
40.99270,-103.68596,WELD,CO,200,100
40.99894,-103.59398,WELD,CO,200,100
40.99924,-103.78188,WELD,CO,200,100
40.78309,-103.51564,WELD,CO,800,0
40.89200,-103.57491,WELD,CO,800,0
40.99894,-103.59398,WELD,CO,800,0
40.60931,-103.59416,WELD,CO,800,0
40.80945,-103.61237,WELD,CO,800,0
40.74648,-103.61292,WELD,CO,800,0
40.64156,-103.67476,WELD,CO,800,0
40.99270,-103.68596,WELD,CO,800,0
40.71668,-103.68669,WELD,CO,800,0
40.85549,-103.68745,WELD,CO,800,0
40.79053,-103.68980,WELD,CO,800,0
40.92166,-103.69184,WELD,CO,200,0
40.61206,-103.76230,WELD,CO,800,0
40.71650,-103.77071,WELD,CO,200,0
40.99924,-103.78188,WELD,CO,800,0
40.91666,-103.78367,WELD,CO,800,0
40.84148,-103.80508,WELD,CO,800,0
40.63162,-103.83656,WELD,CO,800,0
40.69906,-103.85463,WELD,CO,800,0
40.78394,-103.85909,WELD,CO,800,0
40.96484,-103.87467,WELD,CO,800,0
40.89374,-103.87734,WELD,CO,800,0
40.58988,-103.89631,WELD,CO,800,0
40.78800,-103.97215,WELD,CO,800,0
40.56191,-103.97297,WELD,CO,800,0
40.69613,-103.97333,WELD,CO,800,0
40.96106,-103.97453,WELD,CO,800,0
40.62392,-103.99316,WELD,CO,800,0
40.88493,-104.00034,WELD,CO,800,0
40.74421,-104.02772,WELD,CO,800,0
40.82221,-104.05072,WELD,CO,800,0
40.67975,-104.05895,WELD,CO,800,0
40.92850,-104.06651,WELD,CO,800,0
40.86971,-104.10751,WELD,CO,800,0
46.30245,-109.52921,WHEATLAND,MT,200,100
46.37117,-109.86186,WHEATLAND,MT,200,100
46.39553,-109.52667,WHEATLAND,MT,200,100
46.41198,-109.68971,WHEATLAND,MT,200,100
46.44550,-109.80146,WHEATLAND,MT,200,100
46.47478,-109.48525,WHEATLAND,MT,200,100
46.49080,-109.99647,WHEATLAND,MT,200,100
46.49685,-109.62071,WHEATLAND,MT,200,100
46.52564,-109.76245,WHEATLAND,MT,200,100
46.53316,-109.89146,WHEATLAND,MT,200,100
46.56210,-109.51336,WHEATLAND,MT,200,100
46.58662,-109.63923,WHEATLAND,MT,200,100
46.59973,-109.97628,WHEATLAND,MT,200,100
46.60863,-109.76200,WHEATLAND,MT,200,100
46.64930,-109.50223,WHEATLAND,MT,200,100
46.67006,-109.62164,WHEATLAND,MT,200,100
46.67954,-109.87103,WHEATLAND,MT,200,100
46.47478,-109.48525,WHEATLAND,MT,800,0
46.64930,-109.50223,WHEATLAND,MT,800,0
46.56210,-109.51336,WHEATLAND,MT,800,0
46.39553,-109.52667,WHEATLAND,MT,800,0
46.30245,-109.52921,WHEATLAND,MT,800,0
46.49685,-109.62071,WHEATLAND,MT,800,0
46.67006,-109.62164,WHEATLAND,MT,800,0
46.58662,-109.63923,WHEATLAND,MT,800,0
46.41198,-109.68971,WHEATLAND,MT,800,0
46.60863,-109.76200,WHEATLAND,MT,800,0
46.52564,-109.76245,WHEATLAND,MT,800,0
46.44550,-109.80146,WHEATLAND,MT,800,0
46.37117,-109.86186,WHEATLAND,MT,800,0
46.67954,-109.87103,WHEATLAND,MT,800,0
46.53316,-109.89146,WHEATLAND,MT,800,0
46.59973,-109.97628,WHEATLAND,MT,800,0
46.49080,-109.99647,WHEATLAND,MT,800,0
