Latitude,Longitude,Name,Description,Icon,ep_Circle,PolygonFillType
40.93334,-74.57041,MORRIS_01,NJ,98,200,1060
40.81353,-74.46664,MORRIS_02,NJ,98,200,1060
39.81501,-74.20341,OCEAN_01,NJ,98,250,0
40.03345,-74.35364,OCEAN_02,NJ,98,200,0
40.09343,-74.21356,OCEAN_03,NJ,98,100,840
39.61509,-74.32890,OCEAN_04,NJ,98,100,0
40.91706,-74.17196,PASSAIC_01,NJ,98,100,840
39.47035,-75.53801,SALEM_01,NJ,98,250,0
39.69061,-75.50055,SALEM_02,NJ,98,100,840
40.66367,-74.21194,UNION_01,NJ,98,100,840
43.08011,-70.73425,YORK_01,NJ,98,200,1060
35.08521,-106.65087,BERNALILLO_01,NM,98,200,1060
35.00876,-106.54942,BERNALILLO_02,NM,98,200,0
35.04427,-106.60195,BERNALILLO_03,NM,98,100,0
35.17351,-106.56737,BERNALILLO_04,NM,98,200,1060
35.01910,-106.81697,BERNALILLO_05,NM,98,100,0
35.00876,-106.54942,BERNALILLO_06,NM,98,200,0
33.29954,-104.52070,CHAVES_01,NM,98,100,0
34.38277,-103.32215,CURRY_01,NM,98,100,0
32.54348,-106.61259,DONA ANA_01,NM,98,200,1060
32.50070,-106.60860,DONA ANA_02,NM,98,200,1060
32.37962,-106.48034,DONA ANA_03,NM,98,200,1060
32.31469,-106.77920,DONA ANA_04,NM,98,100,840
32.84672,-104.39457,EDDY_01,NM,98,100,840
32.43527,-103.07890,LEA_01,NM,98,100,840
35.86368,-106.30279,LOS ALAMOS_01,NM,98,200,1060
35.87320,-106.32281,LOS ALAMOS_02,NM,98,200,1060
32.85186,-106.10854,OTERO_01,NM,98,100,0
35.68229,-105.93965,SANTA FE_01,NM,98,200,1060
35.61711,-106.08942,SANTA FE_02,NM,98,200,0
35.56951,-106.08890,SANTA FE_03,NM,98,100,840
39.16592,-119.73895,CARSON CITY (IC)_01,NV,98,200,1060
39.41783,-118.69859,CHURCHILL_01,NV,98,200,0
36.16751,-115.14837,CLARK_02,NV,98,100,840
36.08004,-115.15223,CLARK_03,NV,98,100,0
36.58634,-115.67737,CLARK_04,NV,98,100,0
36.23620,-115.03426,CLARK_05,NV,98,200,0
36.01622,-114.73726,CLARK_06,NV,98,250,0
37.23309,-115.79959,LINCOLN_01,NV,98,200,0
38.52427,-118.62350,MINERAL_01,NV,98,200,1060
37.79884,-116.78075,NYE_01,NV,98,200,0
39.49911,-119.76811,WASHOE_01,NV,98,100,0
39.66818,-119.87644,WASHOE_02,NV,98,200,0
39.52615,-119.81266,WASHOE_03,NV,98,100,840
42.71949,-73.70730,ALBANY_01,NY,98,200,1060
42.67991,-73.80974,ALBANY_02,NY,98,200,1060
42.65117,-73.75681,ALBANY_03,NY,98,200,1060
42.74911,-73.80197,ALBANY_04,NY,98,200,1060
40.86204,-73.88570,BRONX_01,NY,98,100,840
42.44646,-78.65245,CATTARAUGUS_01,NY,98,250,0
44.65094,-73.46814,CLINTON_01,NY,98,200,0
42.88980,-78.86038,ERIE_01,NY,98,200,1060
42.98050,-78.90432,ERIE_02,NY,98,100,840
42.94042,-78.72964,ERIE_03,NY,98,100,0
42.80373,-78.64994,ERIE_04,NY,98,100,840
44.05908,-75.72046,JEFFERSON_01,NY,98,200,0
44.03862,-75.77958,JEFFERSON_02,NY,98,200,1060
40.65945,-74.01110,KINGS_01,NY,98,100,840
40.70777,-73.94802,KINGS_02,NY,98,100,840
43.15672,-77.61639,MONROE_01,NY,98,200,1060
43.12290,-77.67411,MONROE_02,NY,98,200,0
40.74044,-73.60473,NASSAU_01,NY,98,200,1060
40.61417,-73.64726,NASSAU_02,NY,98,100,0
40.74743,-73.97544,NEW YORK_01,NY,98,200,1060
40.76726,-73.99094,NEW YORK_02,NY,98,800,1690
40.71659,-74.00605,NEW YORK_03,NY,98,200,1060
43.10953,-78.94468,NIAGARA_01,NY,98,200,0
43.21685,-75.40573,ONEIDA_01,NY,98,200,1060
43.11119,-76.10631,ONONDAGA_01,NY,98,200,0
43.05004,-76.14912,ONONDAGA_02,NY,98,100,840
43.10982,-76.18837,ONONDAGA_03,NY,98,100,840
41.36146,-74.02476,ORANGE_01,NY,98,200,1060
41.50490,-74.10482,ORANGE_02,NY,98,200,0
43.51981,-76.41262,OSWEGO_01,NY,98,250,0
43.52107,-76.39972,OSWEGO_02,NY,98,250,0
40.63993,-73.77869,QUEENS_01,NY,98,100,0
40.77725,-73.87261,QUEENS_02,NY,98,100,0
42.85256,-73.92897,SCHENECTADY_01,NY,98,200,0
40.78722,-73.22172,SUFFOLK_01,NY,98,200,1060
40.78403,-73.09699,SUFFOLK_02,NY,98,200,0
40.84201,-72.63215,SUFFOLK_03,NY,98,200,0
40.91464,-73.12174,SUFFOLK_04,NY,98,100,840
40.79091,-72.94707,SUFFOLK_05,NY,98,100,0
40.87028,-72.87721,SUFFOLK_06,NY,98,100,840
40.91954,-73.33368,SUFFOLK_07,NY,98,100,0
40.77291,-72.86828,SUFFOLK_08,NY,98,100,0
40.84365,-72.88335,SUFFOLK_09,NY,98,100,0
42.10330,-76.22014,TIOGA_01,NY,98,100,840
42.44818,-76.47915,TOMPKINS_01,NY,98,100,840
43.27852,-77.31166,WAYNE_01,NY,98,250,0
41.27164,-73.95024,WESTCHESTER_01,NY,98,250,0
40.93214,-73.89797,WESTCHESTER_02,NY,98,100,840
41.03489,-73.76697,WESTCHESTER_03,NY,98,200,1060
40.71805,-84.12691,ALLEN_01,OH,98,200,1060
39.48337,-84.37482,BUTLER_01,OH,98,100,840
39.84028,-83.84017,CLARK_01,OH,98,200,0
39.42792,-83.79211,CLINTON_01,OH,98,100,0
41.50208,-81.69023,CUYAHOGA_01,OH,98,200,1060
41.40942,-81.85469,CUYAHOGA_02,OH,98,200,0
41.50282,-81.62172,CUYAHOGA_03,OH,98,100,840
41.46533,-81.67449,CUYAHOGA_04,OH,98,100,840
39.99695,-82.89216,FRANKLIN_01,OH,98,200,0
39.81378,-82.92781,FRANKLIN_02,OH,98,200,0
40.00667,-83.03046,FRANKLIN_03,OH,98,100,840
39.96140,-82.99905,FRANKLIN_04,OH,98,100,840
40.08869,-83.06954,FRANKLIN_05,OH,98,100,840
41.56881,-84.04732,FULTON_01,OH,98,100,840
39.82783,-84.04588,GREENE_01,OH,98,200,0
39.80092,-84.05071,GREENE_02,OH,98,200,1060
39.10279,-84.51726,HAMILTON_01,OH,98,100,840
39.24487,-84.44311,HAMILTON_02,OH,98,100,840
40.93804,-83.87917,HANCOCK_01,OH,98,200,0
41.80056,-81.14195,LAKE_01,OH,98,250,0
40.02034,-82.47130,LICKING_01,OH,98,100,840
41.29729,-82.20642,LORAIN_01,OH,98,200,1060
41.45008,-82.13547,LORAIN_02,OH,98,100,840
41.65562,-83.53475,LUCAS_01,OH,98,100,840
41.58863,-83.80780,LUCAS_02,OH,98,200,0
41.67889,-83.45344,LUCAS_03,OH,98,100,840
41.12575,-80.68421,MAHONING_01,OH,98,100,840
39.11783,-81.74317,MEIGS_01,OH,98,250,0
39.76073,-84.19620,MONTGOMERY_01,OH,98,100,840
39.90225,-84.21942,MONTGOMERY_02,OH,98,100,0
39.94444,-81.89208,MUSKINGUM_01,OH,98,200,0
41.59572,-83.08700,OTTAWA_01,OH,98,250,0
40.82034,-82.51255,RICHLAND_01,OH,98,200,0
40.77340,-81.41524,STARK_01,OH,98,100,840
40.80374,-81.33345,STARK_02,OH,98,100,840
41.08157,-81.52084,SUMMIT_01,OH,98,100,840
41.03750,-81.46692,SUMMIT_02,OH,98,100,0
41.26293,-80.67917,TRUMBULL_01,OH,98,200,1060
33.83062,-96.57087,BRYAN_01,OK,98,250,0
34.20465,-97.10216,CARTER_01,OK,98,100,840
35.16114,-97.36865,CLEVELAND_01,OK,98,100,0
35.22178,-97.44667,CLEVELAND_02,OK,98,100,840
34.64983,-98.40218,COMANCHE_01,OK,98,100,0
36.33981,-97.91724,GARFIELD_01,OK,98,200,0
34.63122,-97.16880,GARVIN_01,OK,98,100,840
35.30577,-95.35894,HASKELL_01,OK,98,250,0
34.66593,-99.27366,JACKSON_01,OK,98,200,0
36.68618,-97.08652,KAY_01,OK,98,100,840
36.47224,-95.03272,MAYES_01,OK,98,250,0
35.47117,-97.51596,OKLAHOMA_01,OK,98,200,1060
35.39436,-97.39555,OKLAHOMA_02,OK,98,200,1060
35.41475,-97.38664,OKLAHOMA_03,OK,98,800,0
35.39307,-97.60076,OKLAHOMA_04,OK,98,100,0
35.49225,-97.50336,OKLAHOMA_05,OK,98,200,1060
34.84088,-95.89977,PITTSBURG_01,OK,98,100,840
36.15273,-95.98578,TULSA_01,OK,98,200,1060
36.19563,-95.88248,TULSA_02,OK,98,200,0
36.05105,-95.78965,TULSA_03,OK,98,100,840
36.11733,-96.00087,TULSA_04,OK,98,100,840
35.33984,-99.20050,WASHITA_01,OK,98,200,0
46.04165,-122.88532,COLUMBIA_01,OR,98,250,0
43.24779,-124.38379,COOS_01,OR,98,100,840
43.41694,-124.24703,COOS_02,OR,98,100,0
44.02579,-121.12828,DESCHUTES_01,OR,98,200,1060
42.15614,-121.73320,KLAMATH_01,OR,98,200,1060
44.05200,-123.09038,LANE_01,OR,98,100,840
44.07288,-123.13484,LANE_02,OR,98,100,840
44.93847,-123.03039,MARION_01,OR,98,100,840
44.91207,-123.00332,MARION_02,OR,98,100,0
45.51196,-122.67626,MULTNOMAH_01,OR,98,200,1060
45.58871,-122.59687,MULTNOMAH_02,OR,98,200,0
45.56552,-122.72087,MULTNOMAH_03,OR,98,100,840
45.64148,-123.93790,TILLAMOOK_01,OR,98,100,0
45.21456,-123.96770,TILLAMOOK_02,OR,98,100,0
45.23162,-123.95772,TILLAMOOK_03,OR,98,100,0
45.69531,-118.84771,UMATILLA_01,OR,98,200,0
45.79688,-119.27281,UMATILLA_02,OR,98,100,0
45.52203,-122.98907,WASHINGTON_01,OR,98,100,840
45.53766,-122.89290,WASHINGTON_02,OR,98,100,0
45.54459,-122.88216,WASHINGTON_03,OR,98,100,0
44.60059,-120.02322,WHEELER_01,OR,98,100,0
39.73728,-77.42624,ADAMS_01,PA,98,250,0
39.73869,-77.41325,ADAMS_02,PA,98,250,0
40.44177,-79.85024,ALLEGHENY_01,PA,98,100,840
40.48766,-79.91475,ALLEGHENY_02,PA,98,250,0
40.39097,-79.85781,ALLEGHENY_03,PA,98,250,0
40.44186,-79.99571,ALLEGHENY_04,PA,98,200,1060
40.49142,-80.23269,ALLEGHENY_05,PA,98,200,1060
40.44667,-79.94994,ALLEGHENY_06,PA,98,100,840
40.62060,-80.43522,BEAVER_01,PA,98,250,0
40.29720,-78.31998,BLAIR_01,PA,98,100,0
40.84525,-79.92134,BUTLER_01,PA,98,100,840
40.31556,-78.83467,CAMBRIA_01,PA,98,200,0
40.85000,-77.84758,CENTRE_01,PA,98,200,1060
40.79821,-77.85991,CENTRE_02,PA,98,100,840
39.97199,-75.82195,CHESTER_01,PA,98,100,840
39.97897,-75.86547,CHESTER_02,PA,98,100,0
40.20751,-77.16938,CUMBERLAND_01,PA,98,200,1060
40.22751,-76.98647,CUMBERLAND_02,PA,98,200,1060
40.26223,-76.88519,DAUPHIN_01,PA,98,200,1060
40.19319,-76.76262,DAUPHIN_02,PA,98,200,0
40.31173,-76.84501,DAUPHIN_03,PA,98,100,840
40.04532,-75.39073,DELAWARE_01,PA,98,200,1060
39.87208,-75.24066,DELAWARE_02,PA,98,200,0
39.82213,-75.40365,DELAWARE_03,PA,98,100,840
40.00175,-77.64349,FRANKLIN_01,PA,98,200,1060
41.17828,-78.89869,JEFFERSON_01,PA,98,100,0
41.40418,-75.66591,LACKAWANNA_01,PA,98,200,1060
41.49794,-75.56211,LACKAWANNA_02,PA,98,100,840
40.12351,-76.29277,LANCASTER_01,PA,98,100,0
40.60382,-75.46688,LEHIGH_01,PA,98,200,1060
40.65181,-75.44285,LEHIGH_02,PA,98,100,0
41.09276,-76.15152,LUZERNE_01,PA,98,250,0
41.33847,-75.72339,LUZERNE_02,PA,98,100,0
41.24167,-76.92181,LYCOMING_01,PA,98,100,0
41.19754,-75.42911,MONROE_01,PA,98,200,1060
40.22451,-75.58936,MONTGOMERY_01,PA,98,250,0
40.09047,-75.40113,MONTGOMERY_02,PA,98,100,840
39.98210,-75.08162,PHILADELPHIA_01,PA,98,100,840
39.94654,-75.18492,PHILADELPHIA_02,PA,98,200,1060
40.04130,-75.09458,PHILADELPHIA_03,PA,98,200,1060
39.90639,-75.13620,PHILADELPHIA_04,PA,98,100,840
40.68475,-76.19723,SCHUYKILL_01,PA,98,200,1060
41.83936,-79.00296,WARREN_01,PA,98,250,0
41.82872,-79.12521,WARREN_02,PA,98,100,840
40.13647,-80.29019,WASHINGTON_01,PA,98,100,0
40.27310,-79.41033,WESTMORELAND_01,PA,98,100,0
39.75331,-76.26339,YORK_01,PA,98,250,0
40.21714,-76.85136,YORK_02,PA,98,100,0
39.91700,-76.87303,YORK_03,PA,98,100,0
18.39867,-67.17719,AGUADA_01,PR,98,200,1060
18.46273,-67.06692,AGUADILLA_01,PR,98,200,1060
18.49486,-67.12944,AGUADILLA_02,PR,98,200,0
18.43940,-66.00213,CAROLINA_01,PR,98,200,0
18.00436,-66.27847,SALINAS_01,PR,98,200,1060
18.45678,-66.09847,SAN JUAN_01,PR,98,200,0
18.46662,-66.10598,SAN JUAN_02,PR,98,100,840
41.72233,-71.42772,KENT_01,RI,98,100,0
41.52338,-71.31880,NEWPORT_01,RI,98,200,1060
41.57464,-71.28024,NEWPORT_02,RI,98,100,840
41.97084,-71.57412,PROVIDENCE_01,RI,98,200,1060
41.83102,-71.41492,PROVIDENCE_02,RI,98,200,1060
41.74932,-71.46820,PROVIDENCE_03,RI,98,100,840
41.40333,-71.60472,WASHINGTON_01,RI,98,100,0
41.59714,-71.41214,WASHINGTON_02,RI,98,200,0
33.28727,-81.67629,AIKEN_01,SC,98,200,1060
33.28932,-81.64492,AIKEN_02,SC,98,200,1060
33.34390,-81.73901,AIKEN_03,SC,98,100,840
33.28545,-81.72698,AIKEN_04,SC,98,100,840
33.64939,-81.68503,AIKEN_05,SC,98,100,0
33.21206,-81.66348,BARNWELL_01,SC,98,200,1060
32.47754,-80.72310,BEAUFORT_01,SC,98,200,0
32.34933,-80.67781,BEAUFORT_02,SC,98,200,1060
33.00487,-79.88247,BERKELEY_01,SC,98,100,840
33.05242,-80.05460,BERKELEY_02,SC,98,100,840
33.05609,-79.94147,BERKELEY_03,SC,98,100,840
33.86541,-81.01223,CALHOUN_01,SC,98,100,840
32.89930,-80.03778,CHARLESTON_01,SC,98,200,0
32.90200,-79.96155,CHARLESTON_02,SC,98,100,840
32.79610,-79.93048,CHARLESTON_03,SC,98,100,840
34.40366,-80.15997,DARLINGTON_01,SC,98,250,0
34.37618,-79.89502,DARLINGTON_02,SC,98,100,840
34.29852,-81.31676,FAIRFIELD_01,SC,98,250,0
33.36797,-79.29223,GEORGETOWN_01,SC,98,100,840
34.75831,-82.37642,GREENVILLE_01,SC,98,200,1060
33.67974,-78.92832,HORRY_01,SC,98,100,0
34.05334,-81.21869,LEXINGTON_01,SC,98,250,0
33.96375,-81.05291,LEXINGTON_02,SC,98,100,840
33.91076,-81.10104,LEXINGTON_03,SC,98,100,840
34.79052,-82.89995,OCONEE_01,SC,98,250,0
34.67243,-82.85371,OCONEE_02,SC,98,250,0
34.96004,-82.91876,PICKENS_01,SC,98,250,0
34.01302,-80.93505,RICHLAND_01,SC,98,200,1060
34.00805,-81.02786,RICHLAND_02,SC,98,200,1060
33.91942,-80.80120,RICHLAND_03,SC,98,200,0
33.96902,-81.01924,RICHLAND_04,SC,98,100,840
33.88274,-80.91921,RICHLAND_05,SC,98,100,840
34.89567,-82.21886,SPARTANBURG_01,SC,98,100,0
33.97272,-80.47056,SUMTER_01,SC,98,100,0
35.05542,-81.06930,YORK_01,SC,98,250,0
44.36713,-100.34604,HUGHES_01,SD,98,100,840
44.14509,-103.10357,MEADE_01,SD,98,200,0
43.58560,-96.74118,MINNEHAHA_01,SD,98,200,1060
43.54765,-96.72936,MINNEHAHA_02,SD,98,100,840
44.08009,-103.26690,PENNINGTON_01,SD,98,100,840
44.04372,-103.05748,PENNINGTON_02,SD,98,100,0
35.98697,-84.25606,ANDERSON_01,TN,98,200,1060
36.22457,-84.09170,ANDERSON_02,TN,98,250,0
35.80891,-84.00537,BLOUNT_01,TN,98,200,1060
35.80937,-83.99532,BLOUNT_02,TN,98,200,0
35.30437,-84.79011,BRADLEY_01,TN,98,100,840
36.32121,-87.22276,CHEATHAM_01,TN,98,250,0
35.38000,-86.04530,COFFEE_01,TN,98,200,1060
36.16385,-86.77677,DAVIDSON_01,TN,98,100,840
36.09808,-86.75845,DAVIDSON_02,TN,98,200,1060
36.12448,-86.67818,DAVIDSON_03,TN,98,200,0
36.09756,-85.82609,DEKALB_01,TN,98,250,0
35.87368,-88.70633,GIBSON_01,TN,98,200,1060
35.04352,-85.30744,HAMILTON_01,TN,98,100,840
35.22396,-85.08647,HAMILTON_02,TN,98,250,0
35.12922,-85.33381,HAMILTON_03,TN,98,100,0
36.53553,-82.64011,HAWKINS_01,TN,98,200,1060
36.04276,-87.98225,HUMPHREYS_01,TN,98,100,840
36.16665,-83.49803,JEFFERSON_01,TN,98,250,0
35.96980,-83.92353,KNOX_01,TN,98,200,1060
35.60242,-88.91375,MADISON_01,TN,98,200,0
35.62144,-84.78146,MEIGS_01,TN,98,250,0
36.55867,-87.31701,MONTGOMERY_01,TN,98,100,840
35.60473,-84.79124,RHEA_01,TN,98,250,0
35.92992,-84.31043,ROANE_01,TN,98,200,1060
36.00971,-86.52028,RUTHERFORD_01,TN,98,200,1060
35.84443,-86.39305,RUTHERFORD_02,TN,98,100,840
35.96166,-83.53849,SEVIER_01,TN,98,250,0
35.04241,-89.97668,SHELBY_02,TN,98,200,0
35.33812,-89.87069,SHELBY_03,TN,98,200,1060
35.14501,-90.04910,SHELBY_04,TN,98,200,1060
35.07728,-90.07947,SHELBY_05,TN,98,100,840
31.06725,-97.82892,BELL_01,TX,98,100,0
29.44748,-98.64070,BEXAR_01,TX,98,100,840
29.42961,-98.48914,BEXAR_02,TX,98,200,1060
29.53396,-98.46906,BEXAR_03,TX,98,100,0
29.38423,-98.58112,BEXAR_04,TX,98,200,0
29.34733,-98.46021,BEXAR_05,TX,98,100,840
29.53236,-98.28029,BEXAR_06,TX,98,800,1690
29.37877,-98.65155,BEXAR_07,TX,98,200,1060
33.45571,-94.31331,BOWIE_01,TX,98,200,1060
28.98734,-95.37730,BRAZORIA_01,TX,98,100,840
28.91731,-95.37741,BRAZORIA_02,TX,98,100,0
28.89637,-95.38829,BRAZORIA_03,TX,98,250,0
29.24232,-95.20360,BRAZORIA_04,TX,98,100,840
29.07397,-95.75104,BRAZORIA_05,TX,98,100,840
30.61673,-96.34366,BRAZOS_01,TX,98,100,840
25.91677,-97.49042,CAMERON_01,TX,98,100,840
35.33064,-101.57161,CARSON_01,TX,98,200,0
35.30912,-101.55870,CARSON_02,TX,98,100,840
33.02129,-96.69840,COLLIN_01,TX,98,100,840
33.10040,-96.67350,COLLIN_02,TX,98,200,1060
33.15004,-96.83455,COLLIN_03,TX,98,200,1060
33.19898,-96.61476,COLLIN_04,TX,98,200,1060
31.15127,-97.75143,CORYELL_01,TX,98,800,1690
32.91373,-96.63610,DALLAS_01,TX,98,100,840
32.74709,-97.00714,DALLAS_02,TX,98,100,840
32.84594,-96.85088,DALLAS_03,TX,98,100,0
32.78609,-96.78944,DALLAS_04,TX,98,200,1060
32.97643,-96.88915,DALLAS_05,TX,98,100,840
32.77395,-96.59997,DALLAS_06,TX,98,100,840
33.04326,-97.02309,DENTON_01,TX,98,100,840
33.22199,-97.08849,DENTON_02,TX,98,200,1060
33.21275,-97.14234,DENTON_03,TX,98,100,840
31.84898,-102.37507,ECTOR_01,TX,98,100,840
31.80273,-106.39523,EL PASO_01,TX,98,100,0
31.84953,-106.38005,EL PASO_02,TX,98,200,0
31.76196,-106.48511,EL PASO_03,TX,98,200,1060
31.76964,-106.40332,EL PASO_04,TX,98,100,840
32.31049,-96.59320,ELLIS_01,TX,98,100,0
32.45813,-97.03619,ELLIS_02,TX,98,100,840
29.59513,-95.62158,FORT BEND_01,TX,98,100,840
29.37401,-94.92736,GALVESTON_01,TX,98,100,840
29.57720,-98.03269,GUADALUPE_01,TX,98,100,840
29.72155,-95.12738,HARRIS_01,TX,98,200,1060
29.74586,-95.01188,HARRIS_02,TX,98,200,1060
29.71525,-95.23315,HARRIS_03,TX,98,100,840
29.72232,-95.25474,HARRIS_04,TX,98,100,840
29.81888,-95.28880,HARRIS_05,TX,98,100,840
29.79220,-95.30057,HARRIS_06,TX,98,100,840
29.67923,-94.99737,HARRIS_07,TX,98,100,840
29.74912,-95.36566,HARRIS_08,TX,98,800,1690
29.98444,-95.34144,HARRIS_09,TX,98,100,0
29.64542,-95.27889,HARRIS_10,TX,98,200,0
29.60733,-95.15875,HARRIS_11,TX,98,200,0
26.19713,-98.23503,HIDALGO_01,TX,98,100,840
32.27068,-101.41902,HOWARD_01,TX,98,100,840
33.06783,-96.06533,HUNT_01,TX,98,200,0
35.69727,-101.36540,HUTCHINSON_01,TX,98,100,840
30.06916,-94.07050,JEFFERSON_01,TX,98,100,840
29.88550,-93.96677,JEFFERSON_02,TX,98,100,840
30.08156,-94.09451,JEFFERSON_03,TX,98,100,840
29.74959,-94.24363,JEFFERSON_04,TX,98,100,0
29.96016,-93.88862,JEFFERSON_05,TX,98,100,840
27.50451,-97.80829,KLEBERG_02,TX,98,200,1060
31.35045,-96.16592,LEON_01,TX,98,100,840
28.45800,-98.18720,LIVE OAK_01,TX,98,100,840
33.58307,-101.85356,LUBBOCK_01,TX,98,100,840
33.59499,-102.04215,LUBBOCK_02,TX,98,200,0
28.79574,-96.05223,MATAGORA_01,TX,98,250,0
28.68339,-95.97299,MATAGORA_02,TX,98,250,0
31.55880,-97.12955,MCLENNAN_01,TX,98,100,840
31.63929,-97.07319,MCLENNAN_02,TX,98,100,0
31.97699,-102.07930,MIDLAND_01,TX,98,100,0
31.99673,-102.07852,MIDLAND_02,TX,98,200,1060
31.94301,-102.20389,MIDLAND_03,TX,98,200,0
35.95416,-101.87974,MOORE_01,TX,98,100,840
27.77219,-97.50242,NUECES_01,TX,98,100,0
27.69270,-97.29038,NUECES_02,TX,98,200,0
27.81794,-97.50719,NUECES_03,TX,98,100,840
27.80624,-97.42306,NUECES_04,TX,98,100,840
27.79586,-97.40421,NUECES_05,TX,98,100,840
30.05444,-93.75407,ORANGE_01,TX,98,100,840
35.20692,-101.83118,POTTER_01,TX,98,200,1060
35.21936,-101.70592,POTTER_02,TX,98,200,0
32.91165,-96.41918,ROCKWALL_01,TX,98,100,840
27.87963,-97.24326,SAN PATRICIO_01,TX,98,100,840
32.36268,-95.28047,SMITH_01,TX,98,100,840
32.29487,-97.77646,SOMERVELL_01,TX,98,250,0
32.73604,-97.10774,TARRANT_01,TX,98,100,840
32.74985,-97.32960,TARRANT_02,TX,98,200,1060
32.89723,-97.03769,TARRANT_03,TX,98,800,0
32.76919,-97.44153,TARRANT_04,TX,98,200,0
32.83054,-97.06657,TARRANT_05,TX,98,200,1060
32.72251,-97.37897,TARRANT_06,TX,98,100,840
32.80593,-97.16053,TARRANT_07,TX,98,100,840
32.41896,-99.85421,TAYLOR_01,TX,98,200,0
32.44837,-99.72857,TAYLOR_02,TX,98,100,840
31.43218,-100.40439,TOM GREEN_01,TX,98,200,1060
30.27159,-97.74256,TRAVIS_01,TX,98,100,840
30.19453,-97.66988,TRAVIS_02,TX,98,100,0
30.39206,-97.90723,TRAVIS_03,TX,98,250,0
30.32709,-97.72265,TRAVIS_04,TX,98,100,840
29.35939,-100.77791,VAL VERDE_01,TX,98,100,0
28.67946,-96.94999,VICTORIA_01,TX,98,100,840
27.50750,-99.50691,WEBB_01,TX,98,100,840
33.98880,-98.49190,WICHITA_01,TX,98,200,0
30.50843,-97.67666,WILLIAMSON_01,TX,98,100,840
19.28249,166.63666,UM-79_01,UM-79,98,200,1060
41.66398,-112.43418,BOX ELDER_01,UT,98,100,840
40.91505,-109.42183,DAGGETT_01,UT,98,250,0
40.87632,-111.90746,DAVIS_01,UT,98,100,840
41.12394,-111.97306,DAVIS_02,UT,98,200,0
40.83064,-111.92064,DAVIS_03,UT,98,100,840
40.78839,-111.97777,SALT LAKE_01,UT,98,200,0
40.67773,-112.07344,SALT LAKE_02,UT,98,100,840
40.76765,-111.88892,SALT LAKE_03,UT,98,200,1060
40.72333,-112.19611,SALT LAKE_04,UT,98,100,840
40.71430,-111.90984,SALT LAKE_05,UT,98,100,840
40.69365,-111.95849,SALT LAKE_06,UT,98,100,840
40.51617,-111.88842,SALT LAKE_07,UT,98,100,840
40.19738,-112.93505,TOOELE_01,UT,98,100,0
40.29682,-112.34299,TOOELE_02,UT,98,200,1060
40.42690,-111.93383,UTAH_01,UT,98,200,1060
40.23311,-111.66512,UTAH_02,UT,98,100,840
41.19519,-111.98737,WEBER_01,UT,98,100,840
41.26145,-112.23132,WEBER_02,UT,98,100,840
37.83386,-75.48773,ACCOMACK_01,VA,98,200,1060
38.15548,-78.41369,ALBEMARLE_01,VA,98,200,1060
38.12590,-78.28580,ALBEMARLE_02,VA,98,200,1060
38.13964,-78.45234,ALBEMARLE_03,VA,98,200,1060
38.05115,-78.49907,ALBEMARLE_04,VA,98,200,1060
38.80338,-77.10271,ALEXANDRIA (IC)_01,VA,98,100,840
38.86360,-77.08776,ARLINGTON (IC)_01,VA,98,200,1060
38.87100,-77.05596,ARLINGTON (IC)_02,VA,98,250,0
38.11799,-77.27592,CAROLINE_01,VA,98,200,1060
36.78795,-76.31016,CHESAPEAKE (IC)_01,VA,98,100,840
36.56452,-76.27058,CHESAPEAKE (IC)_02,VA,98,200,1060
36.73987,-76.24168,CHESAPEAKE (IC)_03,VA,98,200,1060
37.41877,-77.44753,CHESTERFIELD_01,VA,98,200,1060
37.40279,-77.78395,CHESTERFIELD_02,VA,98,200,0
37.50018,-77.53934,CHESTERFIELD_03,VA,98,100,840
39.06212,-77.89781,CLARKE_01,VA,98,250,0
38.45966,-77.84954,CULPEPER_02,VA,98,200,1060
37.17993,-77.44775,DINWIDDIE_01,VA,98,100,840
38.88203,-77.45101,FAIRFAX_01,VA,98,200,1060
38.95224,-77.14463,FAIRFAX_02,VA,98,200,1060
38.73604,-77.15813,FAIRFAX_03,VA,98,200,1060
38.91501,-77.42506,FAIRFAX_04,VA,98,200,1060
38.93249,-77.20520,FAIRFAX_05,VA,98,200,1060
38.75308,-77.19669,FAIRFAX_06,VA,98,200,1060
39.01050,-77.35450,FAIRFAX_07,VA,98,200,0
38.92029,-77.22976,FAIRFAX_08,VA,98,200,1060
38.84342,-77.43855,FAIRFAX_09,VA,98,100,840
38.87524,-77.30497,FAIRFAX_10,VA,98,100,840
38.95446,-77.35743,FAIRFAX_11,VA,98,100,840
38.73350,-77.82970,FAUQUIER_01,VA,98,200,0
38.70400,-77.81120,FAUQUIER_02,VA,98,200,1060
38.51950,-77.78520,FAUQUIER_03,VA,98,100,840
39.14353,-78.14444,FREDERICK_01,VA,98,100,0
37.02873,-76.34315,HAMPTON (IC)_01,VA,98,200,1060
37.08289,-76.36054,HAMPTON (IC)_02,VA,98,200,0
37.70894,-77.43664,HANOVER_01,VA,98,100,0
37.50518,-77.31974,HENRICO_01,VA,98,200,0
36.63075,-80.01833,HENRY_01,VA,98,100,0
38.32840,-77.03891,KING GEORGE_01,VA,98,200,1060
38.94744,-77.45994,LOUDON_01,VA,98,800,0
39.06005,-77.88400,LOUDON_02,VA,98,250,0
39.10164,-77.54304,LOUDON_03,VA,98,200,1060
