Latitude,Longitude,Name,Description,Icon,ep_Circle,PolygonFillType
47.16456,-109.11187,FERGUS_19,MT,98,800,0
47.20617,-109.38783,FERGUS_20,MT,98,800,0
47.21892,-109.51700,FERGUS_21,MT,98,800,0
47.24475,-109.63700,FERGUS_22,MT,98,800,0
47.25294,-108.98397,FERGUS_23,MT,98,800,0
47.26139,-108.83347,FERGUS_24,MT,98,800,0
47.26557,-109.28897,FERGUS_25,MT,98,800,0
47.27162,-109.87407,FERGUS_26,MT,98,800,0
47.27455,-109.75064,FERGUS_27,MT,98,800,0
47.29422,-110.04440,FERGUS_28,MT,98,800,0
47.30539,-109.54772,FERGUS_29,MT,98,800,0
47.30675,-109.17426,FERGUS_30,MT,98,800,0
47.33466,-109.36108,FERGUS_31,MT,98,800,0
47.33796,-109.05359,FERGUS_32,MT,98,800,0
47.34407,-108.78906,FERGUS_33,MT,98,800,0
47.34759,-109.95681,FERGUS_34,MT,98,800,0
47.38518,-109.49012,FERGUS_35,MT,98,800,0
47.38871,-110.06660,FERGUS_36,MT,98,800,0
47.39614,-109.69044,FERGUS_37,MT,98,800,0
47.40229,-109.13806,FERGUS_38,MT,98,800,0
47.41532,-109.31129,FERGUS_39,MT,98,800,0
47.42028,-108.91134,FERGUS_40,MT,98,800,0
47.42642,-108.76297,FERGUS_41,MT,98,800,0
47.44155,-109.97337,FERGUS_42,MT,98,800,0
47.46751,-109.82642,FERGUS_43,MT,98,800,0
47.48003,-109.64085,FERGUS_44,MT,98,800,0
47.49144,-109.51579,FERGUS_45,MT,98,800,0
47.49733,-109.23153,FERGUS_46,MT,98,800,0
47.52640,-109.34590,FERGUS_47,MT,98,800,0
47.54403,-109.77099,FERGUS_48,MT,98,800,0
47.56303,-109.62671,FERGUS_49,MT,98,800,0
47.58265,-109.43946,FERGUS_50,MT,98,800,0
47.58502,-109.24642,FERGUS_51,MT,98,800,0
47.64500,-109.34195,FERGUS_52,MT,98,800,0
46.69441,-109.74106,FERGUS_53,MT,98,200,0
47.01381,-109.63075,FERGUS_54,MT,98,200,0
47.05920,-109.03214,FERGUS_55,MT,98,200,0
47.32862,-108.92736,FERGUS_56,MT,98,200,0
47.37618,-109.81476,FERGUS_57,MT,98,200,0
47.45371,-109.41735,FERGUS_58,MT,98,200,0
48.34116,-114.01281,FLATHEAD_01,MT,98,250,0
46.85158,-109.90144,JUDITH BASIN_01,MT,98,800,0
46.90657,-110.22510,JUDITH BASIN_02,MT,98,800,0
46.93851,-109.92280,JUDITH BASIN_03,MT,98,800,0
46.96217,-110.10274,JUDITH BASIN_04,MT,98,800,0
46.98107,-110.28669,JUDITH BASIN_05,MT,98,800,0
47.02621,-110.40957,JUDITH BASIN_06,MT,98,800,0
47.03620,-109.88376,JUDITH BASIN_07,MT,98,800,0
47.03970,-110.03198,JUDITH BASIN_08,MT,98,800,0
47.07589,-110.30616,JUDITH BASIN_09,MT,98,800,0
47.12587,-110.00846,JUDITH BASIN_10,MT,98,800,0
47.13404,-109.78006,JUDITH BASIN_11,MT,98,800,0
47.14954,-110.37118,JUDITH BASIN_12,MT,98,800,0
47.15934,-110.24027,JUDITH BASIN_13,MT,98,800,0
47.17216,-110.10731,JUDITH BASIN_14,MT,98,800,0
47.18227,-110.72777,JUDITH BASIN_15,MT,98,800,0
47.18633,-109.92488,JUDITH BASIN_16,MT,98,800,0
47.23137,-110.45727,JUDITH BASIN_17,MT,98,800,0
47.23435,-110.19314,JUDITH BASIN_18,MT,98,800,0
47.25436,-110.57365,JUDITH BASIN_19,MT,98,800,0
47.31173,-110.16888,JUDITH BASIN_20,MT,98,800,0
47.31792,-110.48801,JUDITH BASIN_21,MT,98,800,0
47.33998,-110.67253,JUDITH BASIN_22,MT,98,800,0
47.38314,-110.43036,JUDITH BASIN_23,MT,98,800,0
47.39570,-110.57514,JUDITH BASIN_24,MT,98,800,0
47.09563,-110.16335,JUDITH BASIN_25,MT,98,200,0
47.28525,-110.36007,JUDITH BASIN_26,MT,98,200,0
46.59178,-112.03976,LEWIS AND CLARK_01,MT,98,200,1060
46.60581,-111.98074,LEWIS AND CLARK_02,MT,98,200,0
46.61774,-112.09765,LEWIS AND CLARK_03,MT,98,100,840
47.23113,-112.22590,LEWIS AND CLARK_04,MT,98,800,0
47.23378,-112.08827,LEWIS AND CLARK_05,MT,98,800,0
47.25301,-112.35098,LEWIS AND CLARK_06,MT,98,800,0
47.33669,-112.22416,LEWIS AND CLARK_07,MT,98,800,0
47.41091,-112.14452,LEWIS AND CLARK_08,MT,98,800,0
47.41856,-112.29142,LEWIS AND CLARK_09,MT,98,800,0
47.45010,-112.45038,LEWIS AND CLARK_10,MT,98,800,0
47.48981,-112.21786,LEWIS AND CLARK_11,MT,98,800,0
47.50318,-112.08662,LEWIS AND CLARK_12,MT,98,800,0
47.52926,-112.36125,LEWIS AND CLARK_13,MT,98,800,0
47.32571,-112.09187,LEWIS AND CLARK_14,MT,98,200,0
48.41053,-115.31467,LINCOLN_01,MT,98,250,0
48.00238,-106.41751,MCCONE_01,MT,98,250,0
46.91631,-114.09056,MISSOULA_01,MT,98,200,1060
47.58319,-112.14632,TETON_01,MT,98,800,0
47.60524,-112.02854,TETON_02,MT,98,800,0
47.61917,-111.67598,TETON_03,MT,98,800,0
47.64752,-112.42743,TETON_04,MT,98,800,0
47.67893,-112.23436,TETON_05,MT,98,800,0
47.71152,-111.78709,TETON_06,MT,98,800,0
47.71416,-111.65804,TETON_07,MT,98,800,0
47.73905,-112.51275,TETON_08,MT,98,800,0
47.74104,-112.13422,TETON_09,MT,98,800,0
47.74247,-112.36630,TETON_10,MT,98,800,0
47.78181,-111.98931,TETON_11,MT,98,800,0
47.79496,-112.23325,TETON_12,MT,98,800,0
47.79569,-111.77641,TETON_13,MT,98,800,0
47.81467,-111.64622,TETON_14,MT,98,800,0
47.82180,-112.46766,TETON_15,MT,98,800,0
47.84176,-111.52258,TETON_16,MT,98,800,0
47.60482,-112.31036,TETON_17,MT,98,200,0
47.69676,-111.94252,TETON_18,MT,98,200,0
47.75199,-111.54633,TETON_19,MT,98,200,0
48.42110,-106.52769,VALLEY_01,MT,98,200,0
46.30245,-109.52921,WHEATLAND_01,MT,98,800,0
46.37117,-109.86186,WHEATLAND_02,MT,98,800,0
46.39553,-109.52667,WHEATLAND_03,MT,98,800,0
46.41198,-109.68971,WHEATLAND_04,MT,98,800,0
46.47478,-109.48525,WHEATLAND_05,MT,98,800,0
46.49080,-109.99647,WHEATLAND_06,MT,98,800,0
46.49685,-109.62071,WHEATLAND_07,MT,98,800,0
46.52564,-109.76245,WHEATLAND_08,MT,98,800,0
46.53316,-109.89146,WHEATLAND_08,MT,98,800,0
46.56210,-109.51336,WHEATLAND_09,MT,98,800,0
46.58662,-109.63923,WHEATLAND_10,MT,98,800,0
46.59973,-109.97628,WHEATLAND_11,MT,98,800,0
46.60863,-109.76200,WHEATLAND_12,MT,98,800,0
46.64930,-109.50223,WHEATLAND_13,MT,98,800,0
46.67006,-109.62164,WHEATLAND_14,MT,98,800,0
46.67954,-109.87103,WHEATLAND_15,MT,98,800,0
46.44550,-109.80146,WHEATLAND_16,MT,98,200,0
45.72895,-108.39586,YELLOWSTONE_01,MT,98,100,0
45.65777,-108.77083,YELLOWSTONE_02,MT,98,100,840
45.81451,-108.43291,YELLOWSTONE_03,MT,98,100,840
45.78374,-108.50579,YELLOWSTONE_04,MT,98,100,840
34.84285,-78.83599,BLADEN_01,NC,98,100,840
33.96031,-78.00590,BRUNSWICK_01,NC,98,250,0
34.00117,-77.95930,BRUNSWICK_02,NC,98,200,1060
35.78296,-79.07424,CHATHAM_01,NC,98,200,1060
34.90317,-76.88077,CRAVEN_01,NC,98,200,0
35.13066,-78.96272,CUMBERLAND_01,NC,98,800,1690
35.17089,-79.01450,CUMBERLAND_02,NC,98,200,0
35.05386,-78.88362,CUMBERLAND_03,NC,98,200,1060
34.98396,-78.79051,CUMBERLAND_04,NC,98,100,840
36.00218,-78.92028,DURHAM_01,NC,98,100,840
35.94291,-77.79381,EDGECOMBE_01,NC,98,200,1060
36.13358,-80.25442,FORSYTH_01,NC,98,100,840
36.07222,-79.79455,GUILFORD_01,NC,98,100,840
36.10133,-79.94112,GUILFORD_02,NC,98,200,0
36.35316,-76.81240,HERTFORD_01,NC,98,100,840
35.22437,-80.83712,MECKLENBURG_01,NC,98,100,840
35.21375,-80.94906,MECKLENBURG_02,NC,98,200,0
35.43302,-80.95172,MECKLENBURG_03,NC,98,250,0
34.23719,-77.94598,NEW HANOVER_01,NC,98,100,840
34.32259,-77.93522,NEW HANOVER_02,NC,98,100,840
34.31371,-77.98025,NEW HANOVER_03,NC,98,100,840
34.26807,-77.90319,NEW HANOVER_04,NC,98,100,0
34.70968,-77.44228,ONSLOW_01,NC,98,200,0
34.66733,-77.33586,ONSLOW_02,NC,98,200,1060
35.90353,-79.04847,ORANGE_01,NC,98,100,840
36.26060,-76.17440,PASQUOTANK_01,NC,98,200,0
35.41638,-80.15000,STANLY_01,NC,98,200,0
35.45264,-83.80492,SWAIN_01,NC,98,250,0
35.63293,-78.95591,WAKE_01,NC,98,250,0
35.78044,-78.63911,WAKE_02,NC,98,200,1060
35.88323,-78.79098,WAKE_03,NC,98,200,0
35.80875,-78.71087,WAKE_04,NC,98,100,840
35.78925,-78.78039,WAKE_05,NC,98,100,840
35.33938,-77.96059,WAYNE_01,NC,98,800,0
48.69209,-101.41083,BOTTINEAU_01,ND,98,800,0
48.69888,-101.30155,BOTTINEAU_02,ND,98,800,0
48.76165,-101.23733,BOTTINEAU_03,ND,98,800,0
48.76171,-101.34853,BOTTINEAU_04,ND,98,800,0
48.76488,-101.47142,BOTTINEAU_05,ND,98,800,0
48.79417,-101.14462,BOTTINEAU_06,ND,98,800,0
48.82441,-101.38899,BOTTINEAU_07,ND,98,800,0
48.87044,-101.21111,BOTTINEAU_08,ND,98,800,0
48.89060,-101.42982,BOTTINEAU_09,ND,98,800,0
48.89243,-101.30724,BOTTINEAU_10,ND,98,800,0
48.94845,-101.36723,BOTTINEAU_11,ND,98,800,0
48.96683,-101.26032,BOTTINEAU_12,ND,98,800,0
48.82455,-101.28243,BOTTINEAU_13,ND,98,200,0
48.61758,-102.33685,BURKE_01,ND,98,800,0
48.73583,-102.20432,BURKE_02,ND,98,800,0
48.73683,-102.32968,BURKE_03,ND,98,800,0
48.76054,-102.43847,BURKE_04,ND,98,800,0
48.80853,-102.16094,BURKE_05,ND,98,800,0
48.82077,-102.36914,BURKE_06,ND,98,800,0
48.85909,-102.23793,BURKE_07,ND,98,800,0
48.89278,-102.33267,BURKE_08,ND,98,800,0
48.89558,-102.43948,BURKE_09,ND,98,800,0
48.93071,-102.24142,BURKE_10,ND,98,800,0
48.78947,-102.26872,BURKE_11,ND,98,200,0
46.82087,-100.78278,BURLEIGH_01,ND,98,200,1060
46.81316,-100.81742,BURLEIGH_02,ND,98,100,840
46.92064,-96.81575,CASS_01,ND,98,200,0
46.87825,-96.78284,CASS_02,ND,98,100,840
47.96128,-97.40081,GRAND FORKS_01,ND,98,200,0
47.94955,-97.18124,GRAND FORKS_02,ND,98,100,0
46.36599,-98.33569,LAMOURE_01,ND,98,200,1060
47.85042,-100.65891,MCHENRY_01,ND,98,800,0
47.86130,-100.79884,MCHENRY_02,ND,98,800,0
47.87495,-100.43320,MCHENRY_03,ND,98,800,0
47.89340,-100.58377,MCHENRY_04,ND,98,800,0
47.92710,-100.82088,MCHENRY_05,ND,98,800,0
47.93314,-100.48116,MCHENRY_06,ND,98,800,0
47.93698,-100.36903,MCHENRY_07,ND,98,800,0
47.99226,-100.82103,MCHENRY_08,ND,98,800,0
48.00144,-100.45416,MCHENRY_09,ND,98,800,0
48.00944,-100.67301,MCHENRY_10,ND,98,800,0
48.03583,-100.58894,MCHENRY_11,ND,98,800,0
48.03939,-100.93099,MCHENRY_12,ND,98,800,0
48.07140,-100.73567,MCHENRY_13,ND,98,800,0
48.07587,-100.84067,MCHENRY_14,ND,98,800,0
48.10245,-100.62778,MCHENRY_15,ND,98,800,0
47.90896,-100.92686,MCHENRY_16,ND,98,200,0
47.96710,-100.58066,MCHENRY_17,ND,98,200,0
47.59117,-101.07656,MCLEAN_01,ND,98,800,0
47.60460,-100.87210,MCLEAN_02,ND,98,800,0
47.63357,-100.97365,MCLEAN_03,ND,98,800,0
47.64075,-101.49568,MCLEAN_04,ND,98,800,0
47.64540,-101.76178,MCLEAN_05,ND,98,800,0
47.64805,-101.59741,MCLEAN_06,ND,98,800,0
47.65794,-101.07653,MCLEAN_07,ND,98,800,0
47.66225,-101.39525,MCLEAN_08,ND,98,800,0
47.66349,-101.28594,MCLEAN_09,ND,98,800,0
47.68118,-100.90395,MCLEAN_10,ND,98,800,0
47.68344,-101.68122,MCLEAN_11,ND,98,800,0
47.68730,-101.83785,MCLEAN_12,ND,98,800,0
47.68942,-101.93467,MCLEAN_13,ND,98,800,0
47.70194,-101.16309,MCLEAN_14,ND,98,800,0
47.71855,-101.51924,MCLEAN_15,ND,98,800,0
47.72899,-101.29115,MCLEAN_16,ND,98,800,0
47.73035,-101.42007,MCLEAN_17,ND,98,800,0
47.74772,-101.88518,MCLEAN_18,ND,98,800,0
47.75346,-100.90949,MCLEAN_19,ND,98,800,0
47.75881,-101.07723,MCLEAN_20,ND,98,800,0
47.77671,-101.19176,MCLEAN_21,ND,98,800,0
47.78399,-100.80165,MCLEAN_22,ND,98,800,0
47.78778,-101.80632,MCLEAN_23,ND,98,800,0
47.79259,-101.42042,MCLEAN_24,ND,98,800,0
47.80350,-101.52346,MCLEAN_25,ND,98,800,0
47.81809,-101.02703,MCLEAN_26,ND,98,800,0
47.83121,-100.92692,MCLEAN_27,ND,98,800,0
47.83423,-101.87989,MCLEAN_28,ND,98,800,0
47.71451,-101.01003,MCLEAN_29,ND,98,200,0
47.75076,-101.67426,MCLEAN_30,ND,98,200,0
47.79516,-101.29872,MCLEAN_31,ND,98,200,0
46.85178,-100.87910,MORTON_01,ND,98,100,840
47.85357,-102.12694,MOUNTRAIL_01,ND,98,800,0
47.88864,-102.21654,MOUNTRAIL_02,ND,98,800,0
47.89004,-102.04063,MOUNTRAIL_03,ND,98,800,0
47.89203,-101.94826,MOUNTRAIL_04,ND,98,800,0
47.92239,-102.13107,MOUNTRAIL_05,ND,98,800,0
47.97636,-102.44683,MOUNTRAIL_06,ND,98,800,0
47.97651,-101.99680,MOUNTRAIL_07,ND,98,800,0
47.97927,-101.89699,MOUNTRAIL_08,ND,98,800,0
47.98033,-102.34141,MOUNTRAIL_09,ND,98,800,0
47.99341,-102.12703,MOUNTRAIL_10,ND,98,800,0
48.04338,-101.96381,MOUNTRAIL_11,ND,98,800,0
48.05454,-102.07181,MOUNTRAIL_12,ND,98,800,0
48.06031,-102.17862,MOUNTRAIL_13,ND,98,800,0
48.09650,-102.27653,MOUNTRAIL_14,ND,98,800,0
48.12301,-102.07482,MOUNTRAIL_15,ND,98,800,0
48.13793,-102.17748,MOUNTRAIL_16,ND,98,800,0
48.18343,-101.94738,MOUNTRAIL_17,ND,98,800,0
48.20011,-102.07490,MOUNTRAIL_18,ND,98,800,0
48.20165,-102.22604,MOUNTRAIL_19,ND,98,800,0
48.20778,-102.35552,MOUNTRAIL_20,ND,98,800,0
48.23281,-102.46291,MOUNTRAIL_21,ND,98,800,0
48.27237,-102.22299,MOUNTRAIL_22,ND,98,800,0
48.27939,-102.37721,MOUNTRAIL_23,ND,98,800,0
48.28589,-101.94237,MOUNTRAIL_24,ND,98,800,0
48.28917,-102.07174,MOUNTRAIL_25,ND,98,800,0
48.31132,-102.49995,MOUNTRAIL_26,ND,98,800,0
48.32571,-102.60217,MOUNTRAIL_27,ND,98,800,0
48.35462,-101.97414,MOUNTRAIL_28,ND,98,800,0
48.36040,-102.07192,MOUNTRAIL_29,ND,98,800,0
48.37140,-102.17366,MOUNTRAIL_30,ND,98,800,0
48.38428,-102.40183,MOUNTRAIL_31,ND,98,800,0
48.41712,-102.46649,MOUNTRAIL_32,ND,98,800,0
48.41973,-102.01847,MOUNTRAIL_33,ND,98,800,0
48.44762,-102.10517,MOUNTRAIL_34,ND,98,800,0
48.45736,-102.41004,MOUNTRAIL_35,ND,98,800,0
48.46676,-102.21068,MOUNTRAIL_36,ND,98,800,0
48.48738,-102.01887,MOUNTRAIL_37,ND,98,800,0
48.54441,-102.41041,MOUNTRAIL_38,ND,98,800,0
48.54490,-102.27949,MOUNTRAIL_39,ND,98,800,0
47.97452,-102.22263,MOUNTRAIL_40,ND,98,200,0
48.11980,-101.96060,MOUNTRAIL_41,ND,98,200,0
48.34502,-102.30468,MOUNTRAIL_42,ND,98,200,0
48.72460,-97.89970,PEMBINA_01,ND,98,200,1060
48.50392,-101.74079,RENVILLE_01,ND,98,800,0
48.57734,-101.71075,RENVILLE_02,ND,98,800,0
48.61993,-101.81270,RENVILLE_03,ND,98,800,0
48.62221,-101.60213,RENVILLE_04,ND,98,800,0
48.64965,-101.71371,RENVILLE_05,ND,98,800,0
48.69202,-101.63097,RENVILLE_06,ND,98,800,0
48.70297,-101.51842,RENVILLE_07,ND,98,800,0
48.74507,-101.82631,RENVILLE_08,ND,98,800,0
48.74597,-101.97619,RENVILLE_09,ND,98,800,0
48.76495,-101.71040,RENVILLE_10,ND,98,800,0
48.80570,-101.91370,RENVILLE_11,ND,98,800,0
48.81872,-101.77937,RENVILLE_12,ND,98,800,0
48.82555,-101.63009,RENVILLE_13,ND,98,800,0
48.82696,-101.52010,RENVILLE_14,ND,98,800,0
48.88868,-101.56429,RENVILLE_15,ND,98,800,0
48.75960,-101.59208,RENVILLE_16,ND,98,200,0
47.83421,-100.51613,SHERIDAN_01,ND,98,800,0
47.86108,-101.58643,WARD_01,ND,98,800,0
47.86112,-101.76184,WARD_02,ND,98,800,0
47.86119,-101.46384,WARD_03,ND,98,800,0
47.86422,-101.35019,WARD_04,ND,98,800,0
47.87413,-101.20910,WARD_05,ND,98,800,0
47.88710,-101.08113,WARD_06,ND,98,800,0
47.91534,-101.29649,WARD_07,ND,98,800,0
47.91885,-101.84479,WARD_08,ND,98,800,0
47.92181,-101.52179,WARD_09,ND,98,800,0
47.95085,-101.07360,WARD_10,ND,98,800,0
47.96545,-101.67705,WARD_11,ND,98,800,0
47.97655,-101.79237,WARD_12,ND,98,800,0
47.97949,-100.98044,WARD_13,ND,98,800,0
47.97974,-101.57654,WARD_14,ND,98,800,0
48.05117,-101.85494,WARD_15,ND,98,800,0
48.05310,-101.74305,WARD_16,ND,98,800,0
48.11934,-101.85907,WARD_17,ND,98,800,0
48.32578,-101.76971,WARD_18,ND,98,800,0
48.34775,-101.87638,WARD_19,ND,98,800,0
48.38929,-101.73241,WARD_20,ND,98,800,0
48.40985,-101.31077,WARD_21,ND,98,800,0
48.41577,-101.35804,WARD_22,ND,98,800,0
48.45559,-101.81986,WARD_23,ND,98,800,0
48.49193,-101.90657,WARD_24,ND,98,800,0
48.54962,-101.84436,WARD_25,ND,98,800,0
48.55846,-102.01517,WARD_26,ND,98,800,0
48.61771,-102.20926,WARD_27,ND,98,800,0
48.61969,-102.10690,WARD_28,ND,98,800,0
48.61978,-101.94884,WARD_29,ND,98,800,0
48.67774,-102.01296,WARD_30,ND,98,800,0
48.69222,-102.12352,WARD_31,ND,98,800,0
48.76231,-102.07508,WARD_32,ND,98,800,0
47.89619,-101.67418,WARD_33,ND,98,200,0
48.41230,-101.89149,WARD_34,ND,98,200,0
48.55067,-102.12041,WARD_35,ND,98,200,0
48.67299,-101.88189,WARD_36,ND,98,200,0
48.40985,-101.31077,WARD_37,ND,98,200,0
48.41577,-101.35804,WARD_38,ND,98,200,0
48.25764,-101.27803,WARD_39,ND,98,100,0
41.42121,-103.97727,BANNER_01,NE,98,800,0
41.42359,-103.77145,BANNER_02,NE,98,800,0
41.43774,-103.66127,BANNER_03,NE,98,800,0
41.46505,-103.42738,BANNER_04,NE,98,800,0
41.47266,-103.88800,BANNER_05,NE,98,800,0
41.48262,-103.58177,BANNER_06,NE,98,800,0
41.48645,-103.79156,BANNER_07,NE,98,800,0
41.51184,-103.49463,BANNER_08,NE,98,800,0
41.51661,-103.65641,BANNER_09,NE,98,800,0
41.53542,-103.90700,BANNER_10,NE,98,800,0
41.58117,-103.80299,BANNER_11,NE,98,800,0
41.58226,-103.55366,BANNER_12,NE,98,800,0
41.63895,-103.84313,BANNER_13,NE,98,800,0
41.63904,-103.94525,BANNER_14,NE,98,800,0
41.63952,-103.75115,BANNER_15,NE,98,800,0
41.64649,-103.52024,BANNER_16,NE,98,800,0
41.68290,-103.67507,BANNER_17,NE,98,800,0
41.51154,-103.99463,BANNER_18,NE,98,200,0
41.58046,-103.67388,BANNER_19,NE,98,200,0
41.02071,-103.27679,CHEYENNE_01,NE,98,800,0
41.02674,-103.05827,CHEYENNE_02,NE,98,800,0
41.04048,-102.96677,CHEYENNE_03,NE,98,800,0
41.04655,-103.15532,CHEYENNE_04,NE,98,800,0
41.04882,-102.77428,CHEYENNE_05,NE,98,800,0
41.04889,-102.68902,CHEYENNE_06,NE,98,800,0
41.07851,-103.31677,CHEYENNE_07,NE,98,800,0
41.09018,-103.22841,CHEYENNE_08,NE,98,800,0
41.09349,-103.03093,CHEYENNE_09,NE,98,800,0
41.10062,-102.91759,CHEYENNE_10,NE,98,800,0
41.10693,-102.83178,CHEYENNE_11,NE,98,800,0
41.12154,-102.72628,CHEYENNE_12,NE,98,800,0
41.14767,-103.10930,CHEYENNE_13,NE,98,800,0
41.17730,-103.22099,CHEYENNE_14,NE,98,800,0
41.17909,-102.91461,CHEYENNE_15,NE,98,800,0
41.18591,-102.72347,CHEYENNE_16,NE,98,800,0
41.19507,-103.32241,CHEYENNE_17,NE,98,800,0
41.20809,-102.81913,CHEYENNE_18,NE,98,800,0
41.22370,-102.99450,CHEYENNE_19,NE,98,800,0
41.23528,-102.66879,CHEYENNE_20,NE,98,800,0
41.25049,-102.91389,CHEYENNE_21,NE,98,800,0
41.25205,-103.26188,CHEYENNE_22,NE,98,800,0
41.26618,-102.78094,CHEYENNE_23,NE,98,800,0
41.27814,-103.16847,CHEYENNE_24,NE,98,800,0
41.28826,-103.08320,CHEYENNE_25,NE,98,800,0
41.29137,-102.99716,CHEYENNE_26,NE,98,800,0
41.31049,-102.68809,CHEYENNE_27,NE,98,800,0
41.32204,-103.24300,CHEYENNE_28,NE,98,800,0
41.32366,-102.91711,CHEYENNE_29,NE,98,800,0
41.33732,-103.33981,CHEYENNE_30,NE,98,800,0
41.35298,-103.12875,CHEYENNE_31,NE,98,800,0
41.35338,-103.03946,CHEYENNE_32,NE,98,800,0
41.36551,-102.75160,CHEYENNE_33,NE,98,800,0
41.39409,-102.96169,CHEYENNE_34,NE,98,800,0
41.39635,-102.86963,CHEYENNE_35,NE,98,800,0
41.40191,-103.38590,CHEYENNE_36,NE,98,800,0
41.40680,-103.57257,CHEYENNE_37,NE,98,800,0
41.04552,-102.86571,CHEYENNE_38,NE,98,200,0
41.20853,-103.09644,CHEYENNE_39,NE,98,200,0
41.32513,-102.82936,CHEYENNE_40,NE,98,200,0
41.61005,-96.61903,DODGE_01,NE,98,200,1060
41.30317,-95.89406,DOUGLAS_01,NE,98,200,0
41.25916,-95.94184,DOUGLAS_02,NE,98,200,1060
41.34653,-96.24406,DOUGLAS_03,NE,98,200,1060
40.96754,-98.30964,HALL_01,NE,98,200,0
41.03381,-103.98722,KIMBALL_01,NE,98,800,0
41.03857,-103.89531,KIMBALL_02,NE,98,800,0
41.03965,-103.40279,KIMBALL_03,NE,98,800,0
41.06103,-103.70276,KIMBALL_04,NE,98,800,0
41.06115,-103.48876,KIMBALL_05,NE,98,800,0
41.06931,-103.81506,KIMBALL_06,NE,98,800,0
41.07729,-103.59581,KIMBALL_07,NE,98,800,0
41.10389,-103.89423,KIMBALL_08,NE,98,800,0
41.10763,-103.39652,KIMBALL_09,NE,98,800,0
41.12096,-103.66469,KIMBALL_10,NE,98,800,0
41.13480,-103.76116,KIMBALL_11,NE,98,800,0
41.17530,-103.93242,KIMBALL_12,NE,98,800,0
41.17633,-103.83948,KIMBALL_13,NE,98,800,0
41.17790,-103.41324,KIMBALL_14,NE,98,800,0
41.19095,-103.58546,KIMBALL_15,NE,98,800,0
41.21847,-103.49178,KIMBALL_16,NE,98,800,0
41.25781,-103.89404,KIMBALL_17,NE,98,800,0
41.26338,-103.58720,KIMBALL_18,NE,98,800,0
41.26678,-103.77663,KIMBALL_19,NE,98,800,0
41.27893,-103.97815,KIMBALL_20,NE,98,800,0
41.28055,-103.39482,KIMBALL_21,NE,98,800,0
41.29130,-103.47945,KIMBALL_22,NE,98,800,0
41.29506,-103.66157,KIMBALL_23,NE,98,800,0
41.32289,-103.89412,KIMBALL_24,NE,98,800,0
41.33149,-103.58479,KIMBALL_25,NE,98,800,0
41.34287,-103.98649,KIMBALL_26,NE,98,800,0
41.36297,-103.66098,KIMBALL_27,NE,98,800,0
41.38873,-103.89395,KIMBALL_28,NE,98,800,0
41.10288,-103.98345,KIMBALL_29,NE,98,200,0
41.13672,-103.48847,KIMBALL_30,NE,98,200,0
41.36165,-103.79402,KIMBALL_31,NE,98,200,0
41.36374,-103.48886,KIMBALL_32,NE,98,200,0
40.84578,-96.76174,LANCASTER_01,NE,98,200,0
40.81680,-96.70308,LANCASTER_02,NE,98,200,1060
41.15078,-100.84166,LINCOLN_01,NE,98,100,0
40.36293,-95.64347,NEMAHA_01,NE,98,250,0
41.11933,-95.90852,SARPY_01,NE,98,200,0
41.11597,-95.92289,SARPY_02,NE,98,200,1060
42.07903,-97.36117,STANTON_01,NE,98,100,840
41.52120,-96.07971,WASHINGTON_01,NE,98,250,0
42.94610,-71.62887,HILLSBOROUGH_01,NH,98,200,1060
42.73548,-71.48050,HILLSBOROUGH_02,NH,98,200,1060
42.99232,-71.46223,HILLSBOROUGH_03,NH,98,200,1060
42.93796,-71.43747,HILLSBOROUGH_04,NH,98,100,0
42.70491,-71.43158,HILLSBOROUGH_05,NH,98,100,840
43.20690,-71.53798,MERRIMACK_01,NH,98,100,840
43.20727,-71.47936,MERRIMACK_02,NH,98,100,840
43.07794,-70.82328,ROCKINGHAM_01,NH,98,200,0
42.89732,-70.85632,ROCKINGHAM_02,NH,98,250,0
39.45758,-74.57717,ATLANTIC_01,NJ,98,200,0
40.82881,-74.09555,BERGEN_01,NJ,98,100,840
40.91080,-74.07610,BERGEN_02,NJ,98,200,1060
40.01848,-74.60160,BURLINGTON_01,NJ,98,200,0
40.01505,-74.58324,BURLINGTON_02,NJ,98,200,0
39.94472,-75.11748,CAMDEN_01,NJ,98,200,1060
39.74450,-74.91380,CAMDEN_02,NJ,98,200,1060
40.73481,-74.17786,ESSEX_01,NJ,98,100,840
40.69248,-74.16869,ESSEX_02,NJ,98,100,0
39.84157,-75.25717,GLOUCESTER_01,NJ,98,100,840
40.67845,-74.07807,HUDSON_01,NJ,98,100,840
40.22055,-74.76993,MERCER_01,NJ,98,200,1060
40.20867,-74.68585,MERCER_02,NJ,98,200,1060
40.34309,-74.65507,MERCER_03,NJ,98,100,840
40.26849,-74.83424,MERCER_04,NJ,98,100,840
40.27687,-74.81185,MERCER_05,NJ,98,100,0
40.45658,-74.32865,MIDDLESEX_01,NJ,98,100,840
40.50084,-74.44742,MIDDLESEX_02,NJ,98,100,840
40.25365,-74.15796,MONMOUTH_01,NJ,98,200,1060
40.44090,-74.05954,MONMOUTH_02,NJ,98,200,1060
40.25054,-74.29070,MONMOUTH_03,NJ,98,200,1060
40.15704,-74.10157,MONMOUTH_04,NJ,98,100,840
40.12956,-74.04282,MONMOUTH_05,NJ,98,100,0
40.16070,-74.05301,MONMOUTH_06,NJ,98,100,0
