Latitude,Longitude,Name,State/Territory,Yield (kt),HOB (m)
34.31371,-77.98025,NEW HANOVER_03,NC,100,840
41.57464,-71.28024,NEWPORT_02,RI,100,840
42.24362,-70.99107,NORFOLK_01,MA,100,840
27.81794,-97.50719,NUECES_03,TX,100,840
27.80624,-97.42306,NUECES_04,TX,100,840
27.79586,-97.40421,NUECES_05,TX,100,840
40.09343,-74.21356,OCEAN_03,NJ,100,840
44.02265,-92.46619,OLMSTED_01,MN,100,840
43.05004,-76.14912,ONONDAGA_02,NY,100,840
35.90353,-79.04847,ORANGE_01,NC,100,840
30.05444,-93.75407,ORANGE_01,TX,100,840
38.30695,-77.91971,ORANGE_01,VA,100,840
28.54055,-81.21515,ORANGE_04,FL,100,840
33.86139,-117.83029,ORANGE_09,CA,100,840
32.69102,-92.08246,OUACHITA_01,LA,100,840
40.91706,-74.17196,PASSAIC_01,NJ,100,840
44.08009,-103.26690,PENNINGTON_01,SD,100,840
40.69264,-89.59288,PEORIA_02,IL,100,840
40.64188,-89.64839,PEORIA_03,IL,100,840
39.90639,-75.13620,PHILADELPHIA_04,PA,100,840
47.25575,-122.39516,PIERCE_06,WA,100,840
27.96968,-82.78051,PINELLAS_02,FL,100,840
27.77164,-82.65281,PINELLAS_03,FL,100,840
27.87560,-82.65243,PINELLAS_04,FL,100,840
39.35734,-81.30915,PLEASANTS_01,WV,100,840
38.43158,-79.81907,POCOHONTAS_01,WV,100,840
30.52552,-91.55497,POINTE COUPEE_01,LA,100,840
27.90768,-81.91756,POLK_01,FL,100,840
27.83109,-82.05093,POLK_02,FL,100,840
41.69133,-93.71498,POLK_02,IA,100,840
28.04210,-81.95363,POLK_03,FL,100,840
44.51290,-89.55394,PORTAGE_01,WI,100,840
41.63230,-87.13245,PORTER_01,IN,100,840
41.24198,-95.85612,POTTAWATTAMIE_01,IA,100,840
42.90824,-112.52619,POWER_01,ID,100,840
38.99319,-76.87381,PRINCE GEORGE'S_05,MD,100,840
41.74932,-71.46820,PROVIDENCE_03,RI,100,840
38.26556,-104.61124,PUEBLO_01,CO,100,840
38.22649,-104.60599,PUEBLO_02,CO,100,840
34.69632,-92.31342,PULASKI_05,AR,100,840
44.94797,-93.09411,RAMSEY_01,MN,100,840
44.93755,-93.03884,RAMSEY_02,MN,100,840
32.31374,-90.13489,RANKIN_03,MS,100,840
32.24669,-90.09479,RANKIN_04,MS,100,840
31.37295,-92.39867,RAPIDES_01,LA,100,840
33.96902,-81.01924,RICHLAND_04,SC,100,840
33.88274,-80.91921,RICHLAND_05,SC,100,840
33.43344,-81.93560,RICHMOND_03,GA,100,840
33.87854,-117.54724,RIVERSIDE_03,CA,100,840
33.55995,-117.21042,RIVERSIDE_04,CA,100,840
33.98062,-117.37558,RIVERSIDE_05,CA,100,840
33.97371,-117.32806,RIVERSIDE_06,CA,100,840
37.27107,-79.94499,ROANOKE (IC)_01,VA,100,840
37.27262,-79.99935,ROANOKE (IC)_02,VA,100,840
37.35379,-79.95255,ROANOKE_01,VA,100,840
32.91165,-96.41918,ROCKWALL_01,TX,100,840
35.84443,-86.39305,RUTHERFORD_02,TN,100,840
29.88775,-81.30994,SAINT JOHNS_01,FL,100,840
41.67541,-86.25308,SAINT JOSEPH_01,IN,100,840
30.52574,-91.74871,SAINT LANDRY_01,LA,100,840
38.64879,-90.31080,SAINT LOUIS_03,MO,100,840
39.69061,-75.50055,SALEM_02,NJ,100,840
40.72333,-112.19611,SALT LAKE_04,UT,100,840
40.71430,-111.90984,SALT LAKE_05,UT,100,840
40.69365,-111.95849,SALT LAKE_06,UT,100,840
40.51617,-111.88842,SALT LAKE_07,UT,100,840
33.16440,-117.34089,SAN DIEGO_11,CA,100,840
33.12277,-117.08318,SAN DIEGO_12,CA,100,840
33.19779,-117.37941,SAN DIEGO_13,CA,100,840
32.82168,-117.14155,SAN DIEGO_14,CA,100,840
18.46662,-66.10598,SAN JUAN_02,PR,100,840
37.69051,-122.47350,SAN MATEO_01,CA,100,840
37.54749,-122.31480,SAN MATEO_02,CA,100,840
27.87963,-97.24326,SAN PATRICIO_01,TX,100,840
39.79835,-89.65497,SANGAMON_02,IL,100,840
39.77889,-89.60526,SANGAMON_03,IL,100,840
34.41513,-119.84762,SANTA BARBARA_11,CA,100,840
37.23871,-121.78101,SANTA CLARA_07,CA,100,840
36.97655,-122.03172,SANTA CRUZ_07,CA,100,840
35.56951,-106.08890,SANTA FE_03,NM,100,840
35.30690,-94.37311,SEBASTIAN_02,AR,100,840
39.01997,-95.68545,SHAWNEE_02,KS,100,840
39.04812,-95.67811,SHAWNEE_03,KS,100,840
35.07728,-90.07947,SHELBY_05,TN,100,840
48.47018,-122.55945,SKAGIT_02,WA,100,840
32.36268,-95.28047,SMITH_01,TX,100,840
36.83556,-81.50388,SMYTH_01,VA,100,840
38.25289,-122.04543,SOLANO_03,CA,100,840
38.07159,-122.13934,SOLANO_04,CA,100,840
38.42701,-122.72629,SONOMA_02,CA,100,840
37.64105,-121.00025,STANISLAUS_01,CA,100,840
42.07903,-97.36117,STANTON_01,NE,100,840
40.77340,-81.41524,STARK_01,OH,100,840
40.80374,-81.33345,STARK_02,OH,100,840
42.02995,-93.64842,STORY_01,IA,100,840
42.33557,-71.10629,SUFFOLK_03,MA,100,840
42.34082,-71.01951,SUFFOLK_04,MA,100,840
40.91464,-73.12174,SUFFOLK_04,NY,100,840
40.87028,-72.87721,SUFFOLK_06,NY,100,840
41.54085,-109.13263,SWEETWATER_01,WY,100,840
41.52373,-109.46118,SWEETWATER_02,WY,100,840
32.72251,-97.37897,TARRANT_06,TX,100,840
47.03585,-122.90496,THURSTON_01,WA,100,840
40.42371,-86.92120,TIPPECANOE_01,IN,100,840
41.80774,-72.25398,TOLLAND_01,CT,100,840
42.44818,-76.47915,TOMPKINS_01,NY,100,840
30.32709,-97.72265,TRAVIS_04,TX,100,840
36.32885,-119.28950,TULARE_01,CA,100,840
36.05105,-95.78965,TULSA_03,OK,100,840
36.11733,-96.00087,TULSA_04,OK,100,840
33.19881,-87.60934,TUSCALOOSA_01,AL,100,840
33.23452,-87.50874,TUSCALOOSA_02,AL,100,840
33.20038,-92.67521,UNION_01,AR,100,840
33.11138,-92.67533,UNION_02,AR,100,840
40.23311,-111.66512,UTAH_02,UT,100,840
37.97348,-87.56754,VANDERBURG_01,IN,100,840
28.67946,-96.94999,VICTORIA_01,TX,100,840
36.75414,-76.06039,VIRGINIA BEACH (IC)_04,VA,100,840
35.80875,-78.71087,WAKE_04,NC,100,840
35.78925,-78.78039,WAKE_05,NC,100,840
41.82872,-79.12521,WARREN_02,PA,100,840
37.92161,-87.33028,WARRICK_01,IN,100,840
31.26252,-88.00501,WASHINGTON_01,AL,100,840
44.85220,-93.00352,WASHINGTON_01,MN,100,840
45.52203,-122.98907,WASHINGTON_01,OR,100,840
44.26243,-72.58051,WASHINGTON_01,VT,100,840
44.33181,-72.75411,WASHINGTON_02,VT,100,840
39.52615,-119.81266,WASHOE_03,NV,100,840
42.28185,-83.74547,WASHTENAW_01,MI,100,840
43.05186,-88.25999,WAUKESHA_01,WI,100,840
42.32970,-83.04360,WAYNE_04,MI,100,840
27.50750,-99.50691,WEBB_01,TX,100,840
41.19519,-111.98737,WEBER_01,UT,100,840
41.26145,-112.23132,WEBER_02,UT,100,840
40.93214,-73.89797,WESTCHESTER_02,NY,100,840
48.88646,-122.73637,WHATCOM_01,WA,100,840
48.82928,-122.69403,WHATCOM_02,WA,100,840
41.78582,-89.71126,WHITESIDE_01,IL,100,840
41.12146,-85.34491,WHITLEY_01,IN,100,840
41.53735,-88.05985,WILL_03,IL,100,840
41.52443,-88.08492,WILL_04,IL,100,840
41.65608,-88.04856,WILL_05,IL,100,840
37.27108,-76.71629,WILLIAMSBURG (IC)_01,VA,100,840
37.68928,-89.01691,WILLIAMSON_01,IL,100,840
30.50843,-97.67666,WILLIAMSON_01,TX,100,840
42.26769,-89.08815,WINNEBAGO_01,IL,100,840
44.05547,-91.64938,WINONA_01,MN,100,840
39.26998,-81.66808,WOOD_02,WV,100,840
45.65777,-108.77083,YELLOWSTONE_02,MT,100,840
45.81451,-108.43291,YELLOWSTONE_03,MT,100,840
45.78374,-108.50579,YELLOWSTONE_04,MT,100,840
38.53900,-121.75758,YOLO_01,CA,100,840
39.73869,-77.41325,ADAMS_02,PA,100,840
39.73728,-77.42624,ADAMS_03,PA,100,840
55.20592,-162.72625,ALEUTIANS EAST_01,AK,100,0
51.88358,-176.64248,ALEUTIANS WEST_02,AK,100,0
57.16631,-170.22256,ALEUTIANS WEST_03,AK,100,0
52.71226,174.11359,ALEUTIANS WEST_04,AK,100,0
40.48766,-79.91475,ALLEGHENY_02,PA,100,0
40.39097,-79.85781,ALLEGHENY_03,PA,100,0
36.22457,-84.09170,ANDERSON_02,TN,100,0
31.92824,-82.34316,APPLING_01,GA,100,0
38.87100,-77.05596,ARLINGTON (IC)_02,VA,100,0
37.18333,-89.06345,BALLARD_01,KY,100,0
40.62060,-80.43522,BEAVER_01,PA,100,0
38.26290,-93.40534,BENTON_01,MO,100,0
46.55580,-119.55026,BENTON_01,WA,100,0
46.47478,-119.33673,BENTON_02,WA,100,0
41.97519,-86.55882,BERRIEN_01,MI,100,0
43.33250,-111.20281,BONNEVILLE_01,ID,100,0
28.89637,-95.38829,BRAZORIA_03,TX,100,0
58.67798,-156.65193,BRISTOL BAY_01,AK,100,0
39.94059,-90.53465,BROWN_01,IL,100,0
33.96031,-78.00590,BRUNSWICK_01,NC,100,0
33.83062,-96.57087,BRYAN_01,OK,100,0
33.13956,-81.75317,BURKE_01,GA,100,0
39.53782,-121.48422,BUTTE_01,CA,100,0
43.56689,-112.93507,BUTTE_01,ID,100,0
37.94897,-120.52434,CALAVERAS_01,CA,100,0
38.76297,-91.78134,CALLAWAY_01,MO,100,0
38.42866,-76.44519,CALVERT_01,MD,100,0
42.15582,-106.90839,CARBON_01,WY,100,0
42.44646,-78.65245,CATTARAUGUS_01,NY,100,0
36.32121,-87.22276,CHEATHAM_01,TN,100,0
46.50351,-84.35095,CHIPPEWA_01,MI,100,0
28.95770,-82.69723,CITRUS_01,FL,100,0
32.00898,-91.04666,CLAIBORNE_01,MS,100,0
36.01622,-114.73726,CLARK_06,NV,100,0
39.06212,-77.89781,CLARKE_01,VA,100,0
46.51541,-116.29622,CLEARWATER_01,ID,100,0
35.52138,-91.99423,CLEBURNE_01,AR,100,0
36.93788,-111.48421,COCONINO_01,AZ,100,0
38.23916,-95.68946,COFFEY_01,KS,100,0
46.04165,-122.88532,COLUMBIA_01,OR,100,0
40.91505,-109.42183,DAGGETT_01,UT,100,0
34.40366,-80.15997,DARLINGTON_01,SC,100,0
40.17120,-88.83620,DE WITT_01,IL,100,0
36.09756,-85.82609,DEKALB_01,TN,100,0
38.92143,-77.06704,DISTRICT OF COLUMBIA_05,DC,100,0
38.89765,-77.03646,DISTRICT OF COLUMBIA_06,DC,100,0
34.29852,-81.31676,FAIRFIELD_01,SC,100,0
48.34116,-114.01281,FLATHEAD_01,MT,100,0
39.64741,-77.46307,FREDERICK_02,MD,100,0
36.83265,-119.32561,FRESNO_01,CA,100,0
34.57325,-93.19504,GARLAND_01,AR,100,0
44.61994,-92.63901,GOODHUE_01,MN,100,0
41.38110,-88.27718,GRUNDY_02,IL,100,0
34.16060,-84.07406,GWINNETT_01,GA,100,0
35.22396,-85.08647,HAMILTON_02,TN,100,0
35.30577,-95.35894,HASKELL_01,OK,100,0
37.93223,-87.37424,HENDERSON_01,KY,100,0
31.22108,-85.11126,HOUSTON_01,AL,100,0
36.16665,-83.49803,JEFFERSON_01,TN,100,0
35.64593,-118.48220,KERN_03,CA,100,0
44.34416,-87.53648,KEWAUNEE_01,WI,100,0
42.44414,-87.80623,LAKE_01,IL,100,0
41.80056,-81.14195,LAKE_01,OH,100,0
41.24819,-88.66561,LASALLE_01,IL,100,0
34.05334,-81.21869,LEXINGTON_01,SC,100,0
34.70417,-87.11505,LIMESTONE_01,AL,100,0
43.95439,-69.69316,LINCOLN_01,ME,100,0
48.41053,-115.31467,LINCOLN_01,MT,100,0
42.10688,-91.77950,LINN_01,IA,100,0
37.01496,-88.26533,LIVINGSTON_01,KY,100,0
34.52020,-118.60705,LOS ANGELES_19,CA,100,0
39.06005,-77.88400,LOUDON_02,VA,100,0
38.05419,-77.79445,LOUISA_01,VA,100,0
41.09276,-76.15152,LUZERNE_01,PA,100,0
44.28527,-87.54581,MANITOWOC_01,WI,100,0
32.52017,-87.88030,MARENGO_01,AL,100,0
33.38779,-112.85671,MARICOPA_04,AZ,100,0
33.84706,-112.26608,MARICOPA_05,AZ,100,0
33.67164,-111.16125,MARICOPA_06,AZ,100,0
38.91818,-81.91188,MASON_01,WV,100,0
28.79574,-96.05223,MATAGORA_01,TX,100,0
28.68339,-95.97299,MATAGORA_02,TX,100,0
36.47224,-95.03272,MAYES_01,OK,100,0
48.00238,-106.41751,MCCONE_01,MT,100,0
35.43302,-80.95172,MECKLENBURG_03,NC,100,0
39.11783,-81.74317,MEIGS_01,OH,100,0
35.62144,-84.78146,MEIGS_01,TN,100,0
37.05816,-121.07449,MERCED_01,CA,100,0
25.43460,-80.32834,MIAMI-DADE_03,FL,100,0
41.48142,-72.48598,MIDDLESEX_01,CT,100,0
41.96461,-83.26098,MONROE_01,MI,100,0
40.22451,-75.58936,MONTGOMERY_01,PA,100,0
38.51351,-122.10463,NAPA_01,CA,100,0
40.36293,-95.64347,NEMAHA_01,NE,100,0
41.31184,-72.16551,NEW LONDON_02,CT,100,0
64.51073,-165.44474,NOME_01,AK,100,0
39.81501,-74.20341,OCEAN_01,NJ,100,0
34.79052,-82.89995,OCONEE_01,SC,100,0
34.67243,-82.85371,OCONEE_02,SC,100,0
42.07141,-89.28343,OGLE_01,IL,100,0
43.51981,-76.41262,OSWEGO_01,NY,100,0
43.52107,-76.39972,OSWEGO_02,NY,100,0
41.59572,-83.08700,OTTAWA_01,OH,100,0
33.20987,-88.28753,PICKENS_01,AL,100,0
34.96004,-82.91876,PICKENS_01,SC,100,0
37.04133,-79.53595,PITTSYLVANIA_01,VA,100,0
40.17354,-121.09030,PLUMAS_01,CA,100,0
41.94414,-70.57603,PLYMOUTH_01,MA,100,0
35.31166,-93.22938,POPE_01,AR,100,0
38.52674,-81.91326,PUTNAM_01,WV,100,0
39.63581,-91.24916,RALLS_01,MO,100,0
35.60473,-84.79124,RHEA_01,TN,100,0
41.72060,-90.30814,ROCK ISLAND_01,IL,100,0
41.51803,-90.56465,ROCK ISLAND_02,IL,100,0
42.89732,-70.85632,ROCKINGHAM_02,NH,100,0
36.86871,-85.14685,RUSSELL_01,KY,100,0
38.70769,-121.15670,SACRAMENTO_02,CA,100,0
38.34622,-121.12700,SACRAMENTO_03,CA,100,0
29.99346,-90.47298,SAINT CHARLES_01,LA,100,0
27.34441,-80.24475,SAINT LUCIE_01,FL,100,0
39.47035,-75.53801,SALEM_01,NJ,100,0
33.37059,-117.55794,SAN DIEGO_08,CA,100,0
35.21384,-120.85172,SAN LUIS OBISPO_01,CA,100,0
35.96166,-83.53849,SEVIER_01,TN,100,0
40.71854,-122.41911,SHASTA_01,CA,100,0
39.40912,-88.78038,SHELBY_01,IL,100,0
57.04683,-135.36107,SITKA_01,AK,100,0
32.29487,-97.77646,SOMERVELL_01,TX,100,0
37.16296,-76.68610,SURRY_01,VA,100,0
35.45264,-83.80492,SWAIN_01,NC,100,0
36.59576,-93.31101,TANEY_01,MO,100,0
30.39206,-97.90723,TRAVIS_03,TX,100,0
40.80099,-122.76332,TRINITY_01,CA,100,0
37.70049,-120.42157,TUOLOMNE_01,CA,100,0
42.32464,-86.31245,VAN BUREN_01,MI,100,0
35.63293,-78.95591,WAKE_01,NC,100,0
41.83936,-79.00296,WARREN_01,PA,100,0
41.52120,-96.07971,WASHINGTON_01,NE,100,0
43.27852,-77.31166,WAYNE_01,NY,100,0
30.75592,-91.33219,WEST FELICIANA_01,LA,100,0
41.27164,-73.95024,WESTCHESTER_01,NY,100,0
41.24211,-88.22550,WILL_02,IL,100,0
42.77979,-72.51370,WINDHAM_01,VT,100,0
45.33206,-93.85060,WRIGHT_01,MN,100,0
39.75331,-76.26339,YORK_01,PA,100,0
35.05542,-81.06930,YORK_01,SC,100,0
39.39277,-121.14173,YUBA_03,CA,100,0
37.94019,-75.46639,ACCOMACK_02,VA,100,0
18.49486,-67.12944,AGUADILLA_02,PR,100,0
40.97847,-85.19517,ALLEN_01,IN,100,0
45.07828,-83.56139,ALPENA_01,MI,100,0
39.45758,-74.57717,ATLANTIC_01,NJ,100,0
39.32567,-76.41378,BALTIMORE_05,MD,100,0
30.06905,-85.57498,BAY_03,FL,100,0
39.40236,-77.98300,BERKELEY_01,WV,100,0
35.01910,-106.81697,BERNALILLO_05,NM,100,0
35.80937,-83.99532,BLOUNT_02,TN,100,0
28.23949,-80.60773,BREVARD_02,FL,100,0
28.61489,-80.69436,BREVARD_11,FL,100,0
39.77134,-94.90691,BUCHANAN_01,MO,100,0
40.01848,-74.60160,BURLINGTON_01,NJ,100,0
40.01505,-74.58324,BURLINGTON_02,NJ,100,0
30.21058,-93.14319,CALCASIEU_04,LA,100,0
42.31057,-85.24775,CALHOUN_01,MI,100,0
40.31556,-78.83467,CAMBRIA_01,PA,100,0
18.43940,-66.00213,CAROLINA_01,PR,100,0
47.48112,-111.36654,CASCADE_03,MT,100,0
46.92064,-96.81575,CASS_01,ND,100,0
32.01002,-81.14599,CHATHAM_02,GA,100,0
32.12758,-81.20214,CHATHAM_03,GA,100,0
32.33178,-84.98715,CHATTAHOOCHEE_01,GA,100,0
37.40279,-77.78395,CHESTERFIELD_02,VA,100,0
46.25075,-84.47238,CHIPPEWA_02,MI,100,0
44.47196,-73.15328,CHITTENDEN_01,VT,100,0
39.84028,-83.84017,CLARK_01,OH,100,0
45.62559,-122.67573,CLARK_01,WA,100,0
35.16114,-97.36865,CLEVELAND_01,OK,100,0
44.65094,-73.46814,CLINTON_01,NY,100,0
31.58847,-110.34439,COCHISE_02,AZ,100,0
35.13133,-112.13478,COCONINO_02,AZ,100,0
29.94814,-82.55799,COLUMBIA_01,FL,100,0
29.94815,-82.55770,COLUMBIA_02,FL,100,0
43.64564,-70.30862,CUMBERLAND_02,ME,100,0
35.17089,-79.01450,CUMBERLAND_02,NC,100,0
41.40942,-81.85469,CUYAHOGA_02,OH,100,0
31.32224,-85.45187,DALE_02,AL,100,0
43.13380,-89.34162,DANE_01,WI,100,0
40.19319,-76.76262,DAUPHIN_02,PA,100,0
36.12448,-86.67818,DAVIDSON_03,TN,100,0
39.87208,-75.24066,DELAWARE_02,PA,100,0
41.30317,-95.89406,DOUGLAS_01,NE,100,0
30.23165,-81.67783,DUVAL_02,FL,100,0
30.39137,-81.42452,DUVAL_05,FL,100,0
30.21878,-81.87717,DUVAL_06,FL,100,0
30.49406,-81.68783,DUVAL_07,FL,100,0
32.31049,-96.59320,ELLIS_01,TX,100,0
31.15714,-87.15448,ESCAMBIA_01,AL,100,0
30.35327,-87.31797,ESCAMBIA_01,FL,100,0
42.45958,-70.96079,ESSEX_01,MA,100,0
64.81608,-147.86125,FAIRBANKS NORTH STAR_02,AK,100,0
64.83761,-147.61449,FAIRBANKS NORTH STAR_03,AK,100,0
39.01050,-77.35450,FAIRFAX_07,VA,100,0
38.18173,-84.90675,FRANKLIN_02,KY,100,0
39.81378,-82.92781,FRANKLIN_02,OH,100,0
39.34852,-77.28075,FREDERICK_07,MD,100,0
36.77656,-119.71883,FRESNO_02,CA,100,0
36.33981,-97.91724,GARFIELD_01,OK,100,0
47.96128,-97.40081,GRAND FORKS_01,ND,100,0
38.63200,-84.55334,GRANT_01,KY,100,0
47.20474,-119.31631,GRANT_01,WA,100,0
37.24567,-93.38864,GREENE_01,MO,100,0
41.38856,-88.27198,GRUNDY_01,IL,100,0
36.10133,-79.94112,GUILFORD_02,NC,100,0
40.96754,-98.30964,HALL_01,NE,100,0
35.12922,-85.33381,HAMILTON_03,TN,100,0
42.15794,-72.71586,HAMPDEN_02,MA,100,0
42.19287,-72.53405,HAMPDEN_03,MA,100,0
40.93804,-83.87917,HANCOCK_01,OH,100,0
39.46547,-76.16829,HARFORD_02,MD,100,0
29.64542,-95.27889,HARRIS_10,TX,100,0
29.60733,-95.15875,HARRIS_11,TX,100,0
30.41043,-88.92444,HARRISON_01,MS,100,0
30.37795,-89.12640,HARRISON_02,MS,100,0
30.62700,-89.14461,HARRISON_03,MS,100,0
30.40728,-89.07008,HARRISON_04,MS,100,0
41.93862,-72.68802,HARTFORD_01,CT,100,0
19.73877,-156.04563,HAWAII_01,HI,100,0
44.88197,-93.22178,HENNEPIN_02,MN,100,0
37.50518,-77.31974,HENRICO_01,VA,100,0
27.84934,-82.52122,HILLSBOROUGH_03,FL,100,0
27.97547,-82.53325,HILLSBOROUGH_05,FL,100,0
21.45046,-157.76795,HONOLULU_12,HI,100,0
21.30735,-158.07030,HONOLULU_14,HI,100,0
39.34687,-77.17110,HOWARD_01,MD,100,0
33.06783,-96.06533,HUNT_01,TX,100,0
32.82663,-115.66856,IMPERIAL_01,CA,100,0
44.45153,-83.39417,IOSCO_01,MI,100,0
48.35184,-122.65596,ISLAND_01,WA,100,0
34.66593,-99.27366,JACKSON_01,OK,100,0
33.30362,-83.68162,JASPER_01,GA,100,0
38.32556,-90.52830,JEFFERSON_01,MO,100,0
44.05908,-75.72046,JEFFERSON_01,NY,100,0
39.90863,-105.11573,JEFFERSON_02,CO,100,0
38.22351,-90.57273,JEFFERSON_02,MO,100,0
33.56886,-86.74725,JEFFERSON_03,AL,100,0
43.93924,-90.25316,JUNEAU_01,WI,100,0
41.45600,-88.62099,LASALLE_02,IL,100,0
40.26592,-120.15061,LASSEN_02,CA,100,0
32.33180,-88.75373,LAUDERDALE_02,MS,100,0
39.36758,-94.91433,LEAVENWORTH_01,KS,100,0
46.60581,-111.98074,LEWIS AND CLARK_02,MT,100,0
33.02275,-118.58849,LOS ANGELES_24,CA,100,0
30.96870,-83.19296,LOWNDES_01,GA,100,0
33.59499,-102.04215,LUBBOCK_02,TX,100,0
41.58863,-83.80780,LUCAS_02,OH,100,0
42.61389,-82.83691,MACOMB_02,MI,100,0
35.60242,-88.91375,MADISON_01,TN,100,0
34.67865,-86.68478,MADISON_03,AL,100,0
32.88785,-112.71961,MARICOPA_10,AZ,100,0
46.34916,-87.39637,MARQUETTE_01,MI,100,0
20.89865,-156.43045,MAUI_02,HI,100,0
37.38048,-120.56819,MERCED_02,CA,100,0
25.32579,-80.40428,MIAMI-DADE_04,FL,100,0
42.52471,-71.46253,MIDDLESEX_07,MA,100,0
31.94301,-102.20389,MIDLAND_03,TX,100,0
35.96433,-89.94394,MISSISSIPPI_01,AR,100,0
24.55612,-81.75996,MONROE_01,FL,100,0
24.57566,-81.68871,MONROE_02,FL,100,0
43.12290,-77.67411,MONROE_02,NY,100,0
36.58695,-121.84278,MONTEREY_03,CA,100,0
32.38011,-86.36495,MONTGOMERY_03,AL,100,0
37.18478,-80.52110,MONTGOMERY_03,VA,100,0
32.30071,-86.38991,MONTGOMERY_04,AL,100,0
45.58871,-122.59687,MULTNOMAH_02,OR,100,0
39.94444,-81.89208,MUSKINGUM_01,OH,100,0
39.68119,-75.60250,NEW CASTLE_02,DE,100,0
43.10953,-78.94468,NIAGARA_01,NY,100,0
36.89411,-76.20042,NORFOLK (IC)_05,VA,100,0
27.69270,-97.29038,NUECES_02,TX,100,0
40.03345,-74.35364,OCEAN_02,NJ,100,0
40.17680,-80.64605,OHIO_01,WV,100,0
30.64893,-86.52287,OKALOOSA_02,FL,100,0
30.42892,-86.68880,OKALOOSA_03,FL,100,0
43.11119,-76.10631,ONONDAGA_01,NY,100,0
41.50490,-74.10482,ORANGE_02,NY,100,0
33.79034,-118.04926,ORANGE_06,CA,100,0
44.34472,-88.60621,OUTAGAMIE_01,WI,100,0
36.26060,-76.17440,PASQUOTANK_01,NC,100,0
44.80744,-68.82814,PENOBSCOT_01,ME,100,0
40.66419,-89.69325,PEORIA_01,IL,100,0
29.82721,-90.02659,PLAQUEMINES_01,LA,100,0
39.29761,-94.71389,PLATTE_01,MO,100,0
35.21936,-101.70592,POTTER_02,TX,100,0
37.74164,-92.14072,PULASKI_01,MO,100,0
32.31117,-90.07589,RANKIN_02,MS,100,0
40.82034,-82.51255,RICHLAND_01,OH,100,0
33.91942,-80.80120,RICHLAND_03,SC,100,0
38.66764,-121.40061,SACRAMENTO_05,CA,100,0
38.54439,-89.85304,SAINT CLAIR_02,IL,100,0
38.28585,-76.40846,SAINT MARY'S_01,MD,100,0
38.14600,-76.42847,SAINT MARY'S_03,MD,100,0
38.79332,-97.64582,SALINE_01,KS,100,0
37.89441,-121.23874,SAN JOAQUIN_05,CA,100,0
18.45678,-66.09847,SAN JUAN_01,PR,100,0
35.27685,-120.71942,SAN LUIS OBISPO_03,CA,100,0
39.84422,-89.67808,SANGAMON_01,IL,100,0
34.42780,-119.84175,SANTA BARBARA_09,CA,100,0
34.73734,-120.58431,SANTA BARBARA_10,CA,100,0
35.61711,-106.08942,SANTA FE_02,NM,100,0
42.85256,-73.92897,SCHENECTADY_01,NY,100,0
35.33658,-94.36744,SEBASTIAN_01,AR,100,0
37.64994,-97.43306,SEDGWICK_03,KS,100,0
38.95148,-95.66116,SHAWNEE_01,KS,100,0
47.70291,-117.57737,SPOKANE_03,WA,100,0
35.41638,-80.15000,STANLY_01,NC,100,0
40.78403,-73.09699,SUFFOLK_02,NY,100,0
40.84201,-72.63215,SUFFOLK_03,NY,100,0
36.19563,-95.88248,TULSA_02,OK,100,0
45.69531,-118.84771,UMATILLA_01,OR,100,0
48.42110,-106.52769,VALLEY_01,MT,100,0
34.11927,-119.11959,VENTURA_02,CA,100,0
33.23977,-119.45814,VENTURA_03,CA,100,0
39.45448,-87.30365,VIGO_01,IN,100,0
36.77764,-76.00709,VIRGINIA BEACH (IC)_03,VA,100,0
35.88323,-78.79098,WAKE_03,NC,100,0
41.40333,-71.60472,WASHINGTON_01,RI,100,0
41.59714,-71.41214,WASHINGTON_03,RI,100,0
35.33984,-99.20050,WASHITA_01,OK,100,0
39.66818,-119.87644,WASHOE_02,NV,100,0
33.98880,-98.49190,WICHITA_01,TX,100,0
39.34496,-81.43929,WOOD_01,WV,100,0
42.40261,-96.38436,WOODBURY_01,IA,100,0
37.31279,-76.63822,YORK_03,VA,100,0
37.64688,-75.76105,ACCOMACK_03,VA,100,0
33.64939,-81.68503,AIKEN_05,SC,100,0
38.26383,-78.89644,AUGUSTA_01,VA,100,0
37.95144,-79.83389,BATH_01,VA,100,0
30.35825,-85.79561,BAY_04,FL,100,0
36.28158,-94.30777,BENTON_01,AR,100,0
40.29720,-78.31998,BLAIR_01,PA,100,0
44.48483,-88.13215,BROWN_02,WI,100,0
32.44715,-93.82884,CADDO_03,LA,100,0
37.32539,-79.20122,CAMPBELL_01,VA,100,0
39.60828,-77.00767,CARROLL_01,MD,100,0
26.91894,-81.99093,CHARLOTTE_01,FL,100,0
42.15786,-76.89646,CHEMUNG_01,NY,100,0
39.97897,-75.86547,CHESTER_02,PA,100,0
37.40644,-77.52483,CHESTERFIELD_04,VA,100,0
60.49178,-145.47756,CHUGACH_02,AK,100,0
39.42792,-83.79211,CLINTON_01,OH,100,0
25.86181,-80.89700,COLLIER_01,FL,100,0
43.41694,-124.24703,COOS_02,OR,100,0
38.52547,-77.85964,CULPEPER_01,VA,100,0
43.89236,-69.93883,CUMBERLAND_01,ME,100,0
41.78224,-124.23761,DEL NORTE_01,CA,100,0
37.18430,-77.50617,DINWIDDIE_02,VA,100,0
42.94042,-78.72964,ERIE_03,NY,100,0
