Latitude,Longitude,Name,Description,Icon,ep_Circle,PolygonFillType,,,,,,,,,,,
32.08114,-81.09111,SAVANNAH CITY HALL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
37.58865,-81.09194,NG COMPRESSOR STATION CGTC FLAT TOP WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.12923,-81.09767,TPP OSCEOLA SAINT CLOUD FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.07306,-81.09833,NG COMPRESSOR STATION DETI CRAIG WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
36.22360,-81.09861,WILKES COUNTY,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
33.91076,-81.10104,SOUTH CAROLINA STATE EOC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
34.02387,-81.10345,SALADA RIVER I-26 SC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.09049,-81.10541,PORT OF SAVANNAH - OCEAN TERMINAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
33.93884,-81.11954,COLUMBIA METROPOLITAN,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
34.99789,-81.12120,ELECTRICAL SUBSTATION NEWPORT TIE,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.10456,-81.12327,TPP INTERNATIONAL PAPER SAVANNA MILL SAVANNAH GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.35945,-81.12390,TPP JASPER HARDEEVILLE SC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
37.78733,-81.12417,RALEIGH COUNTY MEMORIAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
34.02552,-81.12856,SALADA RIVER I-20 SC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.01599,-81.13626,POL STORAGE HUNTER AAF,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.02476,-81.14096,CGAS SAVANNAH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.80056,-81.14195,ISFSI NPP PERRY,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.80097,-81.14305,NPP PERRY,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.12745,-81.14355,PORT OF SAVANNAH - GARDEN CITY TERMINAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.01002,-81.14599,HUNTER AAF,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.11973,-81.14623,NS COFC SAVANNAH GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.03031,-81.14630,CSXT SOUTHOVER YARD GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.06298,-81.14955,CSX COFC SAVANNAH GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.06268,-81.14969,CSXT SAVANNAH YARD GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.23559,-81.15144,SAVANNAH RIVER I-95 GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.00965,-81.15356,HUNTER AAF,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.13126,-81.15777,NS COFC GARDEN CITY GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
35.48314,-81.16151,LINCOLNTON-LINCOLN COUNTY REGIONAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.09751,-81.16481,NS DILLIARD YARD GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.48271,-81.16593,TPP STANTON ENERGY CENTER ORLANDO FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.48773,-81.16663,TPP CURTIS H STANTON ENERGY CENTER ORLANDO FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.35766,-81.17079,TPP MCINTOSH RINCON GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.14784,-81.17574,HEPP (HAWKS NEST HYDRO),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.34770,-81.18115,TPP MCINTOSH COMBINED CYCLE FACILITY RINCON GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.13149,-81.18878,165TH AW (C-130H),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.12642,-81.18976,SAVANNAH ANGB,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.58949,-81.19004,RAYTHEON ORLANDO FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.42718,-81.19293,NG COMPRESSOR STATION FLDR 32 LAKE HART FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.13567,-81.19481,GULFSTREAM AEROSPACE SAVANNAH GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
34.78933,-81.19578,CHESTER CATAWBA REGIONAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.58417,-81.19676,NSA ORLANDO,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.57838,-81.19764,ASTRONICS TEST SYSTEMS ORLANDO FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.33382,-81.20104,TPP SAVANNAH RIVER MILL RINCON GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.12758,-81.20214,SAVANNAH/HILTON HEAD INTERNATIONAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.58924,-81.20532,GENERAL DYNAMICS MISSION SYSTEMS ORLANDO FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
29.46515,-81.20765,FLAGLER EXECUTIVE,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
35.30689,-81.21008,LANXESS DALLAS PLANT NC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.54055,-81.21515,LOCKHEED MARTIN ORLANDO FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
34.05349,-81.21681,HEPP (SALUDA LEXINGTON),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
34.05568,-81.21713,TPP MCMEEKIN COLUMBIA SC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
34.05334,-81.21869,SALUDA RIVER DAM (SALUDA),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
37.27155,-81.21909,NS BLUEFIELD YARD WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.77718,-81.23491,ORLANDO SANFORD INTERNATIONAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.12140,-81.23516,JCB POOLER GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
35.61082,-81.23835,JSS LRRS QRM CARSR CHARLOTTE NC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
36.92631,-81.26301,NG COMPRESSOR STATION ETEN RURAL RETREAT VA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.48666,-81.27229,NG COMPRESSOR STATION DETI CORNWELL WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.49423,-81.27721,NG COMPRESSOR STATION DETI BOGAL #6 WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.27058,-81.28256,NG COMPRESSOR STATION SOUT WOODCLIFF GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
29.06703,-81.28375,DELAND MUNICIPAL - SIDNEY H TAYLOR FIELD,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.27691,-81.28439,TPP EFFINGHAM COUNTY POWER PROJECT RINCON GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.77400,-81.29144,NG COMPRESSOR STATION TETC BERNE OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.36667,-81.29444,TPP PLEASANTS POWER STATION WILLOW ISLAND WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.46188,-81.29713,L3HARRIS ORLANDO FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.34476,-81.30864,ELECTRICAL SUBSTATION BELMONT,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.42939,-81.30900,ORLANDO INTERNATIONAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.35734,-81.30915,SOLVAY CYTEC WILLOW ISLAND PLANT WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
29.88775,-81.30994,FLORIDA NG JFHQ SAINT AUGUSTINE FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.49523,-81.31220,NG COMPRESSOR STATION CGTC CLENDENIN WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
34.29844,-81.31510,NPP V C SUMMER,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
34.29852,-81.31676,ISFSI NPP V C SUMMER,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.36046,-81.32023,OHIO RIVER LOCKS & DAM (WILLOW ISLAND),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.48738,-81.32259,NG COMPRESSOR STATION CGTC COBB WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.84316,-81.32546,TPP SANFORD DEBARY FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.42870,-81.33040,ORLANDO INTERNATIONAL CARGO AREA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
34.30653,-81.33102,HEPP (FAIRFIELD PUMPED STORAGE),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.90386,-81.33233,TPP DEBARY DEBARY FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.54546,-81.33293,EXECUTIVE,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
40.80374,-81.33345,REPUBLIC STEEL CANTON OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.80346,-81.33719,NG COMPRESSOR STATION TETC SUMMERFIELD OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
29.95925,-81.33973,NORTHEAST FLORIDA REGIONAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
27.64785,-81.34156,MACDILL AFB AUX FIELD,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
27.45639,-81.34239,SEBRING REGIONAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
29.96113,-81.34719,NORTHROP GRUMMAN SAINT AUGUSTINE FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
27.65218,-81.34766,ARBUCKLE AIRFIELD,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.33276,-81.36377,TPP PLEASANTS ENERGY LLC ST MARY'S WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.19306,-81.36905,KANAWHA RIVER LOCKS & DAM (LONDON),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.54175,-81.37488,4ESS SWITCH (ORLDFLMA),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.53765,-81.37970,ORLANDO CITY HALL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
35.74115,-81.38955,HICKORY REGIONAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.68403,-81.38975,WILLOUGHBY LOST NATION MUNICIPAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
31.15197,-81.39106,SAINT SIMONS ISLAND,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
40.77970,-81.39676,TIMKEN HARRISON CANTON OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
26.43371,-81.40048,IMMOKALEE,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.23818,-81.40742,NG COMPRESSOR STATION CGTC BUFF LICK WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
35.72109,-81.41000,ELECTRICAL SUBSTATION LONGVIEW,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
35.17120,-81.41105,NG COMPRESSOR STATION TRAN 145 GROVER NC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.44266,-81.41279,TPP ORLANDO COGEN LP ORLANDO FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.38518,-81.41475,NAVSTA MAYPORT,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
40.77340,-81.41524,MARATHON PETROLEUM CANTON,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
35.17031,-81.41652,TPP CLEVELAND COUNTY GENERATING FACILITY KINGS MOUNTAIN NC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.40200,-81.41687,NG COMPRESSOR STATION CGTC COCO WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.39137,-81.42452,NS MAYPORT,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.40481,-81.42942,OHIO RIVER I-77 WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
35.15983,-81.43088,TPP MILL CREEK BLACKSBURG SC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.28981,-81.43708,KISSIMMEE GATEWAY,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
40.75529,-81.43761,TIMKEN FAIRCREST CANTON OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.34496,-81.43929,MID-OHIO VALLEY REGIONAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.46429,-81.44008,NG COMPRESSOR STATION CGTC WALGROVE WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.35313,-81.44211,WEST VIRGINIA ARNG AASF1 WILLIAMSTOWN RC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
40.91506,-81.44364,AKRON-CANTON REGIONAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
40.92627,-81.44864,OHIO ARNG AASF1 NORTH CANTON,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.45273,-81.45082,AEROJET ROCKETDYNE (AR COLEMAN AEROSPACE) ORLANDO FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.63685,-81.45298,NORTHROP GRUMMAN APOPKA FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.44416,-81.45909,LOCKHEED MARTIN ORLANDO FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.38962,-81.45951,BAE SYSTEMS SHIP REPAIR JACKSONVILLE FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
31.35315,-81.46059,ALTMAHA RIVER I-95 GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.61183,-81.46119,FERNANDINA BEACH MUNICIPAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.39514,-81.46188,HDT EXPEDITIONARY SYSTEMS SOLON OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
40.28666,-81.46503,NG COMPRESSOR STATION DETI GILMORE OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
31.25903,-81.46632,BRUNSWICK GOLDEN ISLES,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.03750,-81.46692,AKRON FULTON INTERNATIONAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.03115,-81.46861,MEGGITT AIRCRAFT BRAKING SYSTEMS AKRON OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.51307,-81.48092,NG COMPRESSOR STATION CGTC HUNT WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
31.24819,-81.48590,BRUNSWICK ANGS,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.56458,-81.48722,CUYAHOGA COUNTY,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.52100,-81.49040,NG COMPRESSOR STATION FLDR 18 ORLANDO FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.19469,-81.50127,NG COMPRESSOR STATION DETI CHEYLAN WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
36.83556,-81.50388,GENERAL DYNAMICS MISSION SYSTEMS MARION VA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
24.69848,-81.50521,TARS B-94 L-88(V)3 CUDJOE KEY FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.58330,-81.51243,BWXT NUCLEAR OPERATIONS GROUP,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.79754,-81.51321,KINGS BAY SUBBASE PIER,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
31.75274,-81.51602,NG COMPRESSOR STATION SOUT RICEBORO GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.16014,-81.51750,TPP GREENLAND ENERGY CENTER JACKSONVILLE FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.08059,-81.51817,AKRON CITY HALL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.08157,-81.52084,4ESS SWITCH (AKRNOH25),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.40133,-81.52501,MCLB BLOUNT ISLAND,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.27630,-81.53287,TPP CANE ISLAND INTERCESSION CITY FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.79367,-81.53377,NAVSUBASE KINGS BAY,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.78290,-81.53464,NWSS SWFLANT KINGS BAY GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.39244,-81.54098,PORT OF JACKSONVILLE - BLOUNT ISLAND MARINE TERMINAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
31.21439,-81.54486,TPP MCMANUS BRUNSWICK GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.26305,-81.54846,TPP INTERCESSION CITY INTERCESSION CITY FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.26193,-81.54875,CSXT PARKERSBURG HIGH YARD WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.06784,-81.55159,NG COMPRESSOR STATION CGTC ROCKPORT WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.41704,-81.55247,TPP NORTHSIDE GENERATING STATION JACKSONVILLE FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.24203,-81.55327,CHEMOURS BELLE PLANT WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.56980,-81.56042,CSXT COLLINWOOD YARD OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.39816,-81.56165,CSX TOFC/COFC JACKSONVILLE FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.57012,-81.56198,CSX COFC COLLINWOOD YARD CLEVELAND OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
31.88782,-81.56266,WRIGHT AAF,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.39562,-81.56588,PORT OF JACKSONVILLE - DAMES POINT MARINE TERMINAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.25349,-81.56742,KANAWHA RIVER LOCKS & DAM (MARMET),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
35.07708,-81.57534,TPP BROAD RIVER ENERGY CENTER GAFFNEY SC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
37.74014,-81.57576,NG COMPRESSOR STATION DETI LOUP CREEK WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.23363,-81.58337,UNISON INDUSTRIES JACKSONVILLE FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.37470,-81.58522,WEST VIRGINIA NG JFHQ CHARLESTON WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.37472,-81.58896,POL STORAGE YEAGER ANGB,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
28.28250,-81.58907,NG COMPRESSOR STATION FLDR 31 KISSIMMEE FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.37319,-81.58952,MCLAUGHLIN ANGB,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.37326,-81.59229,130TH AW (C-130J),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.37601,-81.59289,YEAGER,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
32.64552,-81.59661,PLANTATION AIRPARK,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
35.25575,-81.60075,SHELBY-CLEVELAND COUNTY REGIONAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
40.71750,-81.60561,WLE BREWSTER SHOP OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.24705,-81.60662,FEC BOWDEN YARD FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
40.71600,-81.60775,WLE BREWSTER YARD OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.50434,-81.60838,CASE WESTERN RESERVE UNIVERSITY,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.00747,-81.61026,BWXT NUCLEAR OPERATIONS GROUP,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.25217,-81.61050,FEC TOFC/COFC JACKSONVILLE FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.33693,-81.61124,WEST VIRGINIA STATE EOC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.33619,-81.61219,WEST VIRGINIA STATE CAPITOL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
37.59928,-81.61359,NG COMPRESSOR STATION DETI SHADD WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
35.07255,-81.61429,TPP CHEROKEE COUNTY COGEN GAFFNEY SC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
37.60280,-81.61435,NG COMPRESSOR STATION DETI OSCAR NELSON WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
31.99356,-81.61678,FORT STEWART,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.50282,-81.62172,CLEVELAND CLINIC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.36488,-81.62565,TPP J D KENNEDY JACKSONVILLE FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.40018,-81.62743,FLC JACKSONVILLE HECKSCHER FUEL TERMINAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
37.60395,-81.63040,NG COMPRESSOR STATION DETI SEARLS WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
29.73279,-81.63244,TPP SEMINOLE PALATKA FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.35048,-81.63252,4ESS SWITCH (CHTNWVLE),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
40.09946,-81.63937,NG COMPRESSOR STATION CGTC GUERNSEY OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
33.28932,-81.64492,DOE SAVANNAH RIVER NATIONAL LABORATORY (H AREA),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.58000,-81.65640,TPP WASHINGTON ENERGY FACILITY BEVERLY OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.33007,-81.65900,JACKSONVILLE CITY HALL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.33084,-81.66224,4ESS SWITCH (JCVLFLCL),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
33.21206,-81.66348,DOE SAVANNAH RIVER NATIONAL LABORATORY (K AREA),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.26998,-81.66808,CHEMOURS WASHINGTON WORKS,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.32694,-81.66911,FRB BRANCH JACKSONVILLE FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
25.99503,-81.67253,MARCO ISLAND EXECUTIVE,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.46533,-81.67449,ARCELORMITTAL USA CLEVELAND OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.23371,-81.67606,NAS JACKSONVILLE - TOWERS FIELD,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
33.28727,-81.67629,DOE SAVANNAH RIVER NATIONAL LABORATORY (F AREA),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
37.65794,-81.67759,ELECTRICAL SUBSTATION WYOMING,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.47215,-81.67910,CSXT CLARK AVENUE YARD OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.93949,-81.68204,NG COMPRESSOR STATION TENN 209 CAMBRIDGE PA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.51786,-81.68264,BURKE LAKEFRONT,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.30233,-81.68363,JSS LRRS CLE CARSR BRECKSVILLE OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
33.64939,-81.68503,AIKEN REGIONAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
33.65498,-81.68513,BAE SYSTEMS COMBAT VEHICLES AIKEN SC,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.21914,-81.68608,NAS JACKSONVILLE,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.22641,-81.68637,POL STORAGE NAS JACKSONVILLE,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
24.57464,-81.68665,NAS KEY WEST - BOCA CHICA FIELD,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.49406,-81.68783,JACKSONVILLE INTERNATIONAL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
24.58468,-81.68916,JSS LRRS J-07 ARSR-4 NAS KEY WEST FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.87789,-81.69004,NG COMPRESSOR STATION CGTC RIPLEY WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.50208,-81.69023,FRB CLEVELAND OH,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
24.57329,-81.69263,NAS KEY WEST,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
41.50509,-81.69370,CLEVELAND CITY HALL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
26.72174,-81.69393,CALOOSAHATCHEE RIVER LOCK & DAM (FRANKLIN) OLGA FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
27.94377,-81.69482,CSX/EVWR COFC WINTER HAVEN FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
24.56949,-81.69831,POL STORAGE NAS KEY WEST,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
31.21133,-81.70061,NG COMPRESSOR STATION SOUT BROOKMAN GA,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.34588,-81.70087,CSXT MONCRIEF YARD FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.48863,-81.70129,125TH FW (F-15C/D),MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.48973,-81.70544,POL STORAGE JACKSONVILLE ANGB,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.48639,-81.70544,JACKSONVILLE ANGB,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
38.47724,-81.71092,NG COMPRESSOR STATION CGTC LANHAM WV,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
39.53397,-81.71715,"TPP WATERFORD POWER, LLC WATERFORD OH",MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
30.36544,-81.72656,NS TOFC/COFC JACKSONVILLE FL,MI,98,"15,600",FilledAndOutlined,,,,,,,,,,,
